portfolio,factor_model,sample_start,sample_end,n_obs,alpha,alpha_hac_se,alpha_hac_t_stat,alpha_p_value,hac_lags,r_squared,residual_volatility,coef_alpha,hac_se_alpha,hac_t_alpha,p_value_alpha,coef_mkt_rf,hac_se_mkt_rf,hac_t_mkt_rf,p_value_mkt_rf,coef_smb,hac_se_smb,hac_t_smb,p_value_smb,coef_hml,hac_se_hml,hac_t_hml,p_value_hml,prior_mean_alpha,prior_tau,shrinkage_weight,posterior_alpha,posterior_alpha_sd,posterior_alpha_ci_low,posterior_alpha_ci_high,posterior_probability_alpha_positive,posterior_alpha_annualized_bps,posterior_shortfall_annualized_bps,alpha_fdr_q_value,performance_rank,window_start,window_end,window_length,rolling_step_months,rank,quintile
ME3 BM5,ff3,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,-0.0009673866928954948,0.001507906978109908,-0.6415426859474246,0.5211701567565177,12,0.937665584573369,0.015383455238153177,-0.0009673866928954948,0.001507906978109908,-0.6415426859474246,0.5211701567565177,1.047997104126725,0.03772233571482064,27.781872046565237,7.183538429095291e-170,0.742915789265763,0.11078835217920409,6.705721085769651,2.0041420340315373e-11,0.960357483335676,0.08251685105666191,11.638319580036162,2.6314918138016907e-31,7.485166525372311e-05,6.835561052589499e-08,2.0549403995558744e-09,7.485166311198541e-05,0.00020451222081232007,-0.0003259922896801619,0.00047569561590413275,0.6428178093737696,8.98219957343825,0.0,0.8276222204355129,19,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,12,19,2
SMALL LoBM,ff3,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,-0.0038263361306251882,0.0028508302126270947,-1.3421830993923507,0.17953663492662808,12,0.7258260032537156,0.04198690775777888,-0.0038263361306251882,0.0028508302126270947,-1.3421830993923507,0.17953663492662808,1.0222661755145748,0.16764521195673493,6.097795240214771,1.0754137401950136e-09,2.2950744723684977,0.3003614325967301,7.641042501784509,2.1546991511529637e-14,0.19640082223158076,0.16702859673858764,1.1758514773309319,0.2396542316046988,7.485166525372311e-05,6.835561052589499e-08,5.749176311873464e-10,7.485166301086147e-05,0.00020451222111500278,-0.000325992290374544,0.0004756956163962669,0.6428178089871839,8.982199561303377,0.0,0.8276222204355129,20,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,12,20,2
ME3 BM4,ff3,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,-0.0003194126063891773,0.000833814605749589,-0.3830738921897744,0.7016649768473988,12,0.9441753964730456,0.01171530186950903,-0.0003194126063891773,0.000833814605749589,-0.3830738921897744,0.7016649768473988,1.064598419930452,0.035460157520212275,30.022382707229408,5.00919769881289e-198,0.5941703634056471,0.07885048300154794,7.535405501498104,4.868196297838428e-14,0.2595806297383716,0.08996636295442426,2.8853075884580512,0.003910314078076913,7.485166525372311e-05,6.835561052589499e-08,6.720619901783949e-09,7.485166260402279e-05,0.00020451221985813163,-0.0003259922883179152,0.00047569561352596077,0.6428178090841966,8.982199512482735,0.0,0.8276222204355129,21,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,12,21,1
ME4 BM4,ff3,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,-0.0009566409878399259,0.0012244979973033564,-0.7812515740709115,0.4346545457464013,12,0.9103155092167172,0.014743073191059925,-0.0009566409878399259,0.0012244979973033564,-0.7812515740709115,0.4346545457464013,0.968259079979572,0.05177024817470963,18.703002479570454,4.67941145857766e-78,0.5909106552680952,0.13540758816551365,4.36394047980386,1.2774034624879429e-05,0.43257208763749266,0.0698032124472656,6.197022636519614,5.754122825851065e-10,7.485166525372311e-05,6.835561052589499e-08,3.1162491534618712e-09,7.485166203933501e-05,0.00020451222059526946,-0.00032599229032739314,0.00047569561440606313,0.6428178075618313,8.982199444720202,0.0,0.8276222204355129,22,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,12,22,1
ME1 BM4,ff3,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,-0.0010427663198470806,0.0011100680454008013,-0.9393715314727209,0.347540024169374,12,0.9336552792254939,0.014077557983713716,-0.0010427663198470806,0.0011100680454008013,-0.9393715314727209,0.347540024169374,0.928651995934884,0.025187376551785698,36.86973885611147,1.4120382042092117e-297,1.170344186249272,0.07595460322416514,15.408469487954935,1.4357204772031715e-53,0.4601523764780919,0.04304156345783567,10.690884333903574,1.1229509566046434e-26,7.485166525372311e-05,6.835561052589499e-08,3.7918323657996986e-09,7.485166101590307e-05,0.00020451222045710443,-0.0003259922910800216,0.00047569561311182774,0.6428178057870112,8.98219932190837,0.0,0.8276222204355129,23,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,12,23,1
ME4 BM1,ff3,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,-0.000692447618962673,0.0006936856898637819,-0.998215227848578,0.3181750038600277,12,0.9335994080269507,0.0106023872926325,-0.000692447618962673,0.0006936856898637819,-0.998215227848578,0.3181750038600277,1.0710854806913708,0.037027090478766345,28.92707654968457,5.452189807629967e-184,0.10683457291655614,0.06323480027519958,1.6894901612974051,0.09112553574581309,-0.14109305683035797,0.04875305933513717,-2.8940349334891846,0.003803258463912641,7.485166525372311e-05,6.835561052589499e-08,9.710081118716293e-09,7.485165780318483e-05,0.00020451221924675032,-0.0003259922919204458,0.00047569560752681547,0.6428178007341249,8.98219893638218,0.0,0.8276222204355129,24,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,12,24,1
ME5 BM2,ff3,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,-0.0014123654480409182,0.0008211323176521069,-1.7200217524982397,0.08542848761892383,12,0.9399345186447172,0.008874153636395887,-0.0014123654480409182,0.0008211323176521069,-1.7200217524982397,0.08542848761892383,1.0004336375970808,0.05864507039491985,17.05912587128114,2.9899582121161477e-65,-0.21551493114569337,0.05018983390590046,-4.2939957033879885,1.7548587149537827e-05,-0.12309393057953735,0.03029476442482003,-4.063208046558976,4.8402852116278846e-05,7.485166525372311e-05,6.835561052589499e-08,6.929821368387684e-09,7.485165494757418e-05,0.00020451221981534738,-0.0003259922958905067,0.00047569560578565503,0.6428177951449046,8.982198593708903,0.0,0.8276222204355129,25,1943-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,12,25,1
ME4 BM3,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.0028460520221127487,0.0010552331325145408,2.6970836438113177,0.006994969769123954,12,0.9372062803314021,0.011066158205204664,0.0028460520221127487,0.0010552331325145408,2.6970836438113177,0.006994969769123954,1.041379408742355,0.04037654145326617,25.79169416844926,1.098931125500442e-146,0.5337544590364639,0.054121696223396784,9.862116235849276,6.07551575795647e-23,0.08949545678801246,0.07828353242749694,1.1432220035663254,0.2529464287994031,-0.00018665579989944302,0.000488443045995166,0.17644977679128157,0.00034846481836778184,0.00048197951768704135,-0.0005962150362988192,0.0012931446730343828,0.7651559961518143,41.81577820413382,0.0,0.17487424422809886,1,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,1,5
ME5 BM3,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.0020055701331493196,0.0012234703490141708,1.6392470277398525,0.10116182328079143,12,0.8649943981481517,0.012554501118399472,0.0020055701331493196,0.0012234703490141708,1.6392470277398525,0.10116182328079143,0.8398369260159233,0.032379095334319014,25.93762788442608,2.507676474475139e-148,-0.19139440006725653,0.058485664459595854,-3.2725010792940403,0.001066004655607957,0.18958481455588816,0.06603457903768252,2.870993005765993,0.004091845784965262,-0.00018665579989944302,0.000488443045995166,0.1374719770343341,0.0001147138332227081,0.0004950502634792967,-0.0008555846831967133,0.0010850123496421295,0.5916228685745882,13.765659986724973,0.0,0.4215075970032976,2,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,2,5
ME2 BM5,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.001467603835904838,0.0012554222375462094,1.1690121395120012,0.2423987404216693,12,0.9411817506006176,0.014127415097720877,0.001467603835904838,0.0012554222375462094,1.1690121395120012,0.2423987404216693,1.0479656408602434,0.020468128853936875,51.19987510038935,0.0,0.8378048579599813,0.06515378606042595,12.85888217122135,7.667749204412705e-38,0.8804421302660178,0.05510181177905416,15.978460632045861,1.8054973640960495e-57,-0.00018665579989944302,0.000488443045995166,0.13147167973010904,3.0832493129464216e-05,0.000497046203592121,-0.000943378065911093,0.0010050430521700215,0.524731103748378,3.699899175535706,0.0,0.7237604509840745,3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,3,5
ME4 BM5,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.0014643005599545428,0.0013824460179468474,1.0592099372742687,0.2895041803936298,12,0.9041533585896698,0.01876529784099853,0.0014643005599545428,0.0013824460179468474,1.0592099372742687,0.2895041803936298,1.0778449906062775,0.03704077089469839,29.09888116719915,3.708828656450611e-186,0.7097739234940174,0.10387653868217529,6.832860745058798,8.323774956875486e-12,0.9593547372977393,0.09939536588091774,9.651906090341376,4.825041136708916e-22,-0.00018665579989944302,0.000488443045995166,0.11097961579535172,-3.4332973879552234e-06,0.0005038315329976934,-0.0009909431020634343,0.000984076507287524,0.49728147843234777,-0.4119956865546268,0.4119956865546268,0.7237604509840745,4,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,4,5
SMALL HiBM,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.0010905068823046614,0.0014005489246138299,0.7786281958021168,0.4361987648156077,12,0.9416868111614132,0.014426160922092349,0.0010905068823046614,0.0014005489246138299,0.7786281958021168,0.4361987648156077,0.9853588354750862,0.03596408534203386,27.39841222441504,2.8646322654406065e-165,1.3018937988930155,0.12024857475176878,10.8266879801323,2.5729399857865404e-27,0.8005012322040939,0.05493608718018226,14.571500689129314,4.2641968717712936e-48,-0.00018665579989944302,0.000488443045995166,0.10843829914630686,-4.816245090809472e-05,0.0005046697182239755,-0.0010373150986270868,0.0009409901968108973,0.46198521218818744,-5.779494108971367,5.779494108971367,0.8083034211070652,5,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,5,5
ME5 BM4,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.0005748673921137398,0.0010370186489830453,0.554346243124446,0.5793419083468192,12,0.9201816054152299,0.01215564013176496,0.0005748673921137398,0.0010370186489830453,0.554346243124446,0.5793419083468192,0.9743869808143301,0.0366864418229798,26.559866053948834,1.9755400125203736e-155,-0.26845158066523134,0.08396536690939552,-3.1971703399439595,0.001387829446683651,0.5695334976547611,0.08688518270873201,6.555012948111378,5.563704899054381e-11,-0.00018665579989944302,0.000488443045995166,0.18156732271995824,-4.838807273645275e-05,0.0004802493992984056,-0.0009896768953613277,0.0008929007498884223,0.4598720248580025,-5.80656872837433,5.80656872837433,0.8083034211070652,6,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,6,4
BIG LoBM,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.0002046287799934404,0.0007190730181280353,0.28457301947742536,0.7759712842627826,12,0.9699758841122814,0.006455058095063218,0.0002046287799934404,0.0007190730181280353,0.28457301947742536,0.7759712842627826,1.076933816141314,0.01944050799189634,55.39638247057266,0.0,-0.12923799969686794,0.03224933058013265,-4.007463019293976,6.13744677847225e-05,-0.36356690210022563,0.019914030017911696,-18.256822038191917,1.826156019969068e-74,-0.00018665579989944302,0.000488443045995166,0.31572677953504413,-6.311677960814025e-05,0.00043357067411612803,-0.0009129153008757512,0.0007866817416594706,0.4421286993883586,-7.5740135529768295,7.5740135529768295,0.8083034211070652,7,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,7,4
ME2 BM3,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.00031842523127775,0.0008847885600073913,0.3598885040682374,0.7189305142599071,12,0.9535928563227263,0.00992255170699538,0.00031842523127775,0.0008847885600073913,0.3598885040682374,0.7189305142599071,1.0337552453330887,0.03163584369839604,32.67670858373538,3.3463880676372856e-234,0.7660214836644147,0.06795248352870394,11.27289900067947,1.7859113158228784e-29,0.12694347124947716,0.05418844244150373,2.3426300061403733,0.019148361543960112,-0.00018665579989944302,0.000488443045995166,0.23357177219799347,-6.868312834379603e-05,0.0004624705586568942,-0.0009751254233113087,0.0008377591666237167,0.44096876032116633,-8.241975401255523,8.241975401255523,0.8083034211070652,8,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,8,4
ME3 BM2,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.0003461647369298431,0.0009669031056428999,0.3580138846484271,0.7203329228817834,12,0.9244301317229769,0.01213542319665261,0.0003461647369298431,0.0009669031056428999,0.3580138846484271,0.7203329228817834,1.054116093346065,0.02377732826143744,44.33282334145389,0.0,0.674820315121775,0.0692317822018164,9.747261931732707,1.895106332902273e-22,-0.1370926293248509,0.09521150154561411,-1.4398746695447533,0.14990286075213544,-0.00018665579989944302,0.000488443045995166,0.20330723154648986,-7.832953164556632e-05,0.0004728617099069153,-0.0010051384830631204,0.0008484794197719876,0.4342162070769758,-9.399543797467958,9.399543797467958,0.8083034211070652,9,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,9,4
ME3 BM3,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.00016171911856432828,0.0007449747625064017,0.21707999613334364,0.8281460030383611,12,0.9419717874727471,0.010575672673717293,0.00016171911856432828,0.0007449747625064017,0.21707999613334364,0.8281460030383611,1.0354765094925242,0.032765778612080715,31.602377643812343,3.424571947617847e-219,0.6609193431280707,0.07240344011409881,9.128286474876663,6.959202020730459e-20,-0.021160848504246158,0.045347564975470565,-0.466636930024633,0.6407596605056981,-0.00018665579989944302,0.000488443045995166,0.3006394032384006,-8.192057230926836e-05,0.0004389597536933582,-0.0009422816895482504,0.0007784405449297138,0.4259775925257705,-9.830468677112204,9.830468677112204,0.8281460030383611,10,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,10,4
ME4 BM2,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,0.0003892086638846227,0.0010427245483184125,0.37326124575497355,0.7089540169216684,12,0.9417501434925899,0.009738843269263059,0.0003892086638846227,0.0010427245483184125,0.37326124575497355,0.7089540169216684,1.0203940415537127,0.03464987247528195,29.44870986990291,1.3077654505115825e-190,0.36497862675215775,0.06026119692543336,6.05661097644275,1.3901924368681272e-09,-0.0717841088658607,0.026397889842046957,-2.7193123880501195,0.006541779379981596,-0.00018665579989944302,0.000488443045995166,0.17994223519382038,-8.30334611174474e-05,0.00048079916488856354,-0.001025399824299032,0.0008593329020641371,0.43144407531080897,-9.964015334093688,9.964015334093688,0.8083034211070652,11,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,11,3
ME1 BM3,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,-0.00047067366274465837,0.001550390374628098,-0.3035839685586037,0.7614448667233202,12,0.8864147597750841,0.01917794957868843,-0.00047067366274465837,0.001550390374628098,-0.3035839685586037,0.7614448667233202,1.0847842226640696,0.06384006067220956,16.992217915235955,9.377521471348662e-65,1.334266139812234,0.07603133344349726,17.548898321029643,6.064496740151981e-69,0.2036062596932354,0.08392387761185492,2.4260826058932525,0.015262795776219213,-0.00018665579989944302,0.000488443045995166,0.0902917117408808,-0.00021230025890072422,0.0005106343125264547,-0.0012131435114525755,0.0007885429936511271,0.3387935773629246,-25.476031068086908,25.476031068086908,0.8083034211070652,12,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,12,3
ME2 BM2,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,-0.000321208079784015,0.000941767256661574,-0.3410694919705005,0.733051267555306,12,0.9496165427265335,0.009925458074044276,-0.000321208079784015,0.000941767256661574,-0.3410694919705005,0.733051267555306,0.9999462486063364,0.02626283954237296,38.07456718429111,0.0,0.8951152931887241,0.043056510476202764,20.789313469410214,5.407899186310765e-96,-0.08487238213007241,0.0489613753295381,-1.7334558426684843,0.08301467950680871,-0.00018665579989944302,0.000488443045995166,0.21197347681895135,-0.0002151773144804924,0.00046989916473295224,-0.0011361796773570788,0.000705825048396094,0.3235041262498294,-25.821277737659084,25.821277737659084,0.8083034211070652,13,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,13,3
ME2 BM4,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,-0.0002890209992320152,0.0007425647896407996,-0.389219908166967,0.697113477720223,12,0.9574307377608283,0.009961603313551943,-0.0002890209992320152,0.0007425647896407996,-0.389219908166967,0.697113477720223,1.039913222601824,0.02169949816032969,47.9233766107531,0.0,0.8284193706601738,0.061859271899582464,13.392000022324307,6.734257027739905e-41,0.25574357200850667,0.04487653307042471,5.698826413510341,1.2063497871715603e-08,-0.00018665579989944302,0.000488443045995166,0.3020037067189979,-0.0002175704695369089,0.00043847403256977804,-0.0010769795733736739,0.000641838634299856,0.30987693338256705,-26.10845634442907,26.10845634442907,0.8083034211070652,14,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,14,3
ME3 BM1,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,-0.0004095625363674633,0.0011820701365514129,-0.34647904866485035,0.7289827270160201,12,0.9383313836421184,0.010356814736581735,-0.0004095625363674633,0.0011820701365514129,-0.34647904866485035,0.7289827270160201,1.0175723982977265,0.03252146285724743,31.28925665995864,6.533343521051785e-215,0.6676765674355214,0.06500846308147866,10.270609945026479,9.559831286928926e-25,-0.23746649193988065,0.034934503853940826,-6.797477157045497,1.064670231713924e-11,-0.00018665579989944302,0.000488443045995166,0.1458411314733257,-0.00021916477055896553,0.0004922592823652669,-0.0011839929639948887,0.0007456634228769576,0.3280795852349945,-26.29977246707586,26.29977246707586,0.8083034211070652,15,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,15,3
ME2 BM1,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,-0.000722492023529037,0.0018130443134958805,-0.39849661596849806,0.6902641522655182,12,0.8725770837736715,0.016714612156684138,-0.000722492023529037,0.0018130443134958805,-0.39849661596849806,0.6902641522655182,0.902043498556566,0.06978312225987275,12.926384910055338,3.1949149073646925e-38,1.2199446065225565,0.11945907201102779,10.212239104033372,1.7478408277149466e-24,-0.043793446738471443,0.08174195985402574,-0.5357523457558089,0.5921297210290992,-0.00018665579989944302,0.000488443045995166,0.06766774921962299,-0.00022291463110280023,0.0005180214161322172,-0.001238236606721946,0.0007924073445163455,0.3334816822312556,-26.749755732336027,26.749755732336027,0.8083034211070652,16,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,16,2
ME3 BM4,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,-0.0005511908612079479,0.0007783016740030418,-0.70819693650793,0.4788229683315073,12,0.9430030840438317,0.01149042510188822,-0.0005511908612079479,0.0007783016740030418,-0.70819693650793,0.4788229683315073,1.0811043822327469,0.032527766260313874,33.23635486005595,3.2143058908059725e-242,0.5983884106573729,0.08078287784658188,7.407366840703512,1.288317337977398e-13,0.27144775922221537,0.08433228109029312,3.2187882945035122,0.0012873349080088448,-0.00018665579989944302,0.000488443045995166,0.28256319155982834,-0.0002896599902582318,0.00044536610413369715,-0.0011625775543602783,0.0005832575738438146,0.25772137845615056,-34.75919883098781,34.75919883098781,0.8083034211070652,17,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,17,2
SMALL LoBM,ff3,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,-0.0044327234323955885,0.0030173636388378658,-1.469071667511327,0.14181335155157967,12,0.6978263127103227,0.04041168650985385,-0.0044327234323955885,0.0030173636388378658,-1.469071667511327,0.14181335155157967,1.0050890322870976,0.1491803777937796,6.7374077418981235,1.6123725118822847e-11,2.1577338436364686,0.28060657602076067,7.6895341307925325,1.476717389009224e-14,0.20317188546106005,0.160929341211741,1.262491251944783,0.20677207217254312,-0.00018665579989944302,0.000488443045995166,0.02553516843090824,-0.0002950798520642599,0.0005316403968343586,-0.0013370950298596026,0.0007469353257310828,0.2894348300957269,-35.40958224771119,35.40958224771119,0.506476255541356,18,1944-07-31 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,12,18,2
