date,portfolio,excess_return,model_type,factor_model,frontier,fitted_value,residual,composed_error,u_hat,u_hat_standardized,AE,AE_raw_plugin_legacy
1930-10-31 23:59:59.999999999,BIG HiBM,-0.20090000000000002,half_normal,ff3,-0.11547895462719449,-0.11547895462719449,-0.08542104537280554,-0.08542104537280554,0.0,0.0,1.0,1.0
1930-11-30 23:59:59.999999999,BIG HiBM,-0.1263,half_normal,ff3,-0.07886712535424197,-0.07886712535424197,-0.04743287464575803,-0.04743287464575803,0.0,0.0,1.0,1.0
1930-12-31 23:59:59.999999999,BIG HiBM,-0.3014,half_normal,ff3,-0.1441309259863394,-0.1441309259863394,-0.1572690740136606,-0.1572690740136606,0.0,0.0,1.0,1.0
1931-01-31 23:59:59.999999999,BIG HiBM,0.345439,half_normal,ff3,0.14900661582131097,0.14900661582131097,0.19643238417868902,0.19643238417868902,0.0,0.0,1.0,1.0
1931-02-28 23:59:59.999999999,BIG HiBM,0.423842,half_normal,ff3,0.13762077129243436,0.13762077129243436,0.2862212287075656,0.2862212287075656,0.0,0.0,1.0,1.0
1931-03-31 23:59:59.999999999,BIG HiBM,-0.198109,half_normal,ff3,-0.11224013108482031,-0.11224013108482031,-0.0858688689151797,-0.0858688689151797,0.0,0.0,1.0,1.0
1931-04-30 23:59:59.999999999,BIG HiBM,-0.239211,half_normal,ff3,-0.15638616698177935,-0.15638616698177935,-0.08282483301822066,-0.08282483301822066,0.0,0.0,1.0,1.0
1931-05-31 23:59:59.999999999,BIG HiBM,-0.226987,half_normal,ff3,-0.22824160708942326,-0.22824160708942326,0.0012546070894232653,0.0012546070894232653,0.0,0.0,1.0,1.0
1931-06-30 23:59:59.999999999,BIG HiBM,0.40369399999999994,half_normal,ff3,0.28586668696368867,0.28586668696368867,0.11782731303631128,0.11782731303631128,0.0,0.0,1.0,1.0
1931-07-31 23:59:59.999999999,BIG HiBM,-0.0006,half_normal,ff3,-0.10366144275029478,-0.10366144275029478,0.10306144275029477,0.10306144275029477,0.0,0.0,1.0,1.0
1931-08-31 23:59:59.999999999,BIG HiBM,0.084037,half_normal,ff3,-0.010927603748427873,-0.010927603748427873,0.09496460374842787,0.09496460374842787,0.0,0.0,1.0,1.0
1931-09-30 23:59:59.999999999,BIG HiBM,-0.455856,half_normal,ff3,-0.41031119171671215,-0.41031119171671215,-0.04554480828328783,-0.04554480828328783,0.0,0.0,1.0,1.0
1931-10-31 23:59:59.999999999,BIG HiBM,0.203082,half_normal,ff3,0.1237913759673854,0.1237913759673854,0.07929062403261461,0.07929062403261461,0.0,0.0,1.0,1.0
1931-11-30 23:59:59.999999999,BIG HiBM,-0.069497,half_normal,ff3,-0.16711244319222937,-0.16711244319222937,0.09761544319222937,0.09761544319222937,0.0,0.0,1.0,1.0
1931-12-31 23:59:59.999999999,BIG HiBM,-0.310291,half_normal,ff3,-0.25097316628116395,-0.25097316628116395,-0.05931783371883603,-0.05931783371883603,0.0,0.0,1.0,1.0
1932-01-31 23:59:59.999999999,BIG HiBM,0.076647,half_normal,ff3,0.07065427019425265,0.07065427019425265,0.00599272980574736,0.00599272980574736,0.0,0.0,1.0,1.0
1932-02-29 23:59:59.999999999,BIG HiBM,0.144041,half_normal,ff3,0.05136217894855541,0.05136217894855541,0.0926788210514446,0.0926788210514446,0.0,0.0,1.0,1.0
1932-03-31 23:59:59.999999999,BIG HiBM,0.019677,half_normal,ff3,-0.15948981970030857,-0.15948981970030857,0.17916681970030857,0.17916681970030857,0.0,0.0,1.0,1.0
1932-04-30 23:59:59.999999999,BIG HiBM,-0.23026699999999997,half_normal,ff3,-0.19331958513075423,-0.19331958513075423,-0.03694741486924574,-0.03694741486924574,0.0,0.0,1.0,1.0
1932-05-31 23:59:59.999999999,BIG HiBM,-0.10870800000000001,half_normal,ff3,-0.2894887274874847,-0.2894887274874847,0.1807807274874847,0.1807807274874847,0.0,0.0,1.0,1.0
1932-06-30 23:59:59.999999999,BIG HiBM,0.211921,half_normal,ff3,0.047010692333377437,0.047010692333377437,0.16491030766662257,0.16491030766662257,0.0,0.0,1.0,1.0
1932-07-31 23:59:59.999999999,BIG HiBM,0.980192,half_normal,ff3,0.7536103964152424,0.7536103964152424,0.22658160358475754,0.22658160358475754,0.0,0.0,1.0,1.0
1932-08-31 23:59:59.999999999,BIG HiBM,0.6531650000000001,half_normal,ff3,0.7564670959768649,0.7564670959768649,-0.1033020959768648,-0.1033020959768648,0.0,0.0,1.0,1.0
1932-09-30 23:59:59.999999999,BIG HiBM,0.155389,half_normal,ff3,-0.10660024071061056,-0.10660024071061056,0.2619892407106106,0.2619892407106106,0.0,0.0,1.0,1.0
1932-10-31 23:59:59.999999999,BIG HiBM,-0.300718,half_normal,ff3,-0.2569274594029075,-0.2569274594029075,-0.043790540597092475,-0.043790540597092475,0.0,0.0,1.0,1.0
1932-11-30 23:59:59.999999999,BIG HiBM,-0.311311,half_normal,ff3,-0.20482880588566715,-0.20482880588566715,-0.10648219411433285,-0.10648219411433285,0.0,0.0,1.0,1.0
1932-12-31 23:59:59.999999999,BIG HiBM,0.15043800000000002,half_normal,ff3,-0.012988897960419528,-0.012988897960419528,0.16342689796041954,0.16342689796041954,0.0,0.0,1.0,1.0
1933-01-31 23:59:59.999999999,BIG HiBM,0.149433,half_normal,ff3,0.07625570236052087,0.07625570236052087,0.07317729763947914,0.07317729763947914,0.0,0.0,1.0,1.0
1933-02-28 23:59:59.999999999,BIG HiBM,-0.243602,half_normal,ff3,-0.2068087491064476,-0.2068087491064476,-0.036793250893552426,-0.036793250893552426,0.0,0.0,1.0,1.0
1933-03-31 23:59:59.999999999,BIG HiBM,0.074869,half_normal,ff3,0.09984996898023002,0.09984996898023002,-0.024980968980230014,-0.024980968980230014,0.0,0.0,1.0,1.0
1933-04-30 23:59:59.999999999,BIG HiBM,0.519,half_normal,ff3,0.6507114411967089,0.6507114411967089,-0.13171144119670886,-0.13171144119670886,0.0,0.0,1.0,1.0
1933-05-31 23:59:59.999999999,BIG HiBM,0.2496,half_normal,ff3,0.3850914100170869,0.3850914100170869,-0.13549141001708692,-0.13549141001708692,0.0,0.0,1.0,1.0
1933-06-30 23:59:59.999999999,BIG HiBM,0.047167999999999995,half_normal,ff3,0.12374297363932768,0.12374297363932768,-0.07657497363932769,-0.07657497363932769,0.0,0.0,1.0,1.0
1933-07-31 23:59:59.999999999,BIG HiBM,-0.076076,half_normal,ff3,-0.08062655307770536,-0.08062655307770536,0.004550553077705355,0.004550553077705355,0.0,0.0,1.0,1.0
1933-08-31 23:59:59.999999999,BIG HiBM,0.23625000000000002,half_normal,ff3,0.1776669802671131,0.1776669802671131,0.058583019732886904,0.058583019732886904,0.0,0.0,1.0,1.0
1933-09-30 23:59:59.999999999,BIG HiBM,-0.272796,half_normal,ff3,-0.24274491293247652,-0.24274491293247652,-0.030051087067523463,-0.030051087067523463,0.0,0.0,1.0,1.0
1933-10-31 23:59:59.999999999,BIG HiBM,-0.191624,half_normal,ff3,-0.18445771091873095,-0.18445771091873095,-0.007166289081269039,-0.007166289081269039,0.0,0.0,1.0,1.0
1933-11-30 23:59:59.999999999,BIG HiBM,0.09135399999999999,half_normal,ff3,0.14727521651372927,0.14727521651372927,-0.05592121651372928,-0.05592121651372928,0.0,0.0,1.0,1.0
1933-12-31 23:59:59.999999999,BIG HiBM,0.07900299999999999,half_normal,ff3,-0.000591843467835345,-0.000591843467835345,0.07959484346783534,0.07959484346783534,0.0,0.0,1.0,1.0
1934-01-31 23:59:59.999999999,BIG HiBM,0.37862999999999997,half_normal,ff3,0.2891276712157392,0.2891276712157392,0.08950232878426079,0.08950232878426079,0.0,0.0,1.0,1.0
1934-02-28 23:59:59.999999999,BIG HiBM,-0.054039,half_normal,ff3,-0.01982619319908133,-0.01982619319908133,-0.03421280680091866,-0.03421280680091866,0.0,0.0,1.0,1.0
1934-03-31 23:59:59.999999999,BIG HiBM,0.0051790000000000004,half_normal,ff3,-0.029889403081149755,-0.029889403081149755,0.03506840308114976,0.03506840308114976,0.0,0.0,1.0,1.0
1934-04-30 23:59:59.999999999,BIG HiBM,-0.05770100000000001,half_normal,ff3,-0.0647512478914728,-0.0647512478914728,0.007050247891472787,0.007050247891472787,0.0,0.0,1.0,1.0
1934-05-31 23:59:59.999999999,BIG HiBM,-0.188082,half_normal,ff3,-0.14537405288047875,-0.14537405288047875,-0.04270794711952125,-0.04270794711952125,0.0,0.0,1.0,1.0
1934-06-30 23:59:59.999999999,BIG HiBM,0.048616999999999994,half_normal,ff3,0.004920958810381015,0.004920958810381015,0.04369604118961898,0.04369604118961898,0.0,0.0,1.0,1.0
1934-07-31 23:59:59.999999999,BIG HiBM,-0.30852999999999997,half_normal,ff3,-0.22737980055161694,-0.22737980055161694,-0.08115019944838303,-0.08115019944838303,0.0,0.0,1.0,1.0
1934-08-31 23:59:59.999999999,BIG HiBM,0.08528399999999998,half_normal,ff3,0.05775826293682181,0.05775826293682181,0.027525737063178173,0.027525737063178173,0.0,0.0,1.0,1.0
1934-09-30 23:59:59.999999999,BIG HiBM,0.023632000000000004,half_normal,ff3,-0.01439707716539755,-0.01439707716539755,0.03802907716539755,0.03802907716539755,0.0,0.0,1.0,1.0
1934-10-31 23:59:59.999999999,BIG HiBM,-0.072539,half_normal,ff3,-0.07274498866293484,-0.07274498866293484,0.0002059886629348362,0.0002059886629348362,0.0,0.0,1.0,1.0
1934-11-30 23:59:59.999999999,BIG HiBM,0.03664799999999999,half_normal,ff3,0.0655859175306454,0.0655859175306454,-0.028937917530645403,-0.028937917530645403,0.0,0.0,1.0,1.0
1934-12-31 23:59:59.999999999,BIG HiBM,-0.042997,half_normal,ff3,-0.03357523139684938,-0.03357523139684938,-0.009421768603150624,-0.009421768603150624,0.0,0.0,1.0,1.0
1935-01-31 23:59:59.999999999,BIG HiBM,-0.14044,half_normal,ff3,-0.06134458249598602,-0.06134458249598602,-0.079095417504014,-0.079095417504014,0.0,0.0,1.0,1.0
1935-02-28 23:59:59.999999999,BIG HiBM,-0.138048,half_normal,ff3,-0.09968791089740299,-0.09968791089740299,-0.038360089102597014,-0.038360089102597014,0.0,0.0,1.0,1.0
1935-03-31 23:59:59.999999999,BIG HiBM,-0.07119,half_normal,ff3,-0.09051756383255483,-0.09051756383255483,0.019327563832554823,0.019327563832554823,0.0,0.0,1.0,1.0
1935-04-30 23:59:59.999999999,BIG HiBM,0.150917,half_normal,ff3,0.1506795558356012,0.1506795558356012,0.00023744416439880345,0.00023744416439880345,0.0,0.0,1.0,1.0
1935-05-31 23:59:59.999999999,BIG HiBM,0.07387099999999999,half_normal,ff3,0.068001211310905,0.068001211310905,0.00586978868909499,0.00586978868909499,0.0,0.0,1.0,1.0
1935-06-30 23:59:59.999999999,BIG HiBM,0.171231,half_normal,ff3,0.05653706318893734,0.05653706318893734,0.11469393681106266,0.11469393681106266,0.0,0.0,1.0,1.0
1935-07-31 23:59:59.999999999,BIG HiBM,0.10699199999999999,half_normal,ff3,0.14970053410346765,0.14970053410346765,-0.04270853410346766,-0.04270853410346766,0.0,0.0,1.0,1.0
1935-08-31 23:59:59.999999999,BIG HiBM,0.05297,half_normal,ff3,0.0836267848249102,0.0836267848249102,-0.030656784824910202,-0.030656784824910202,0.0,0.0,1.0,1.0
1935-09-30 23:59:59.999999999,BIG HiBM,0.006784,half_normal,ff3,-0.014101201677284809,-0.014101201677284809,0.02088520167728481,0.02088520167728481,0.0,0.0,1.0,1.0
1935-10-31 23:59:59.999999999,BIG HiBM,0.062152,half_normal,ff3,0.05399966462348792,0.05399966462348792,0.008152335376512082,0.008152335376512082,0.0,0.0,1.0,1.0
1935-11-30 23:59:59.999999999,BIG HiBM,0.199386,half_normal,ff3,0.17055560981141699,0.17055560981141699,0.02883039018858302,0.02883039018858302,0.0,0.0,1.0,1.0
1935-12-31 23:59:59.999999999,BIG HiBM,0.085721,half_normal,ff3,0.05999436182987852,0.05999436182987852,0.025726638170121482,0.025726638170121482,0.0,0.0,1.0,1.0
1936-01-31 23:59:59.999999999,BIG HiBM,0.184038,half_normal,ff3,0.1805028220178992,0.1805028220178992,0.003535177982100818,0.003535177982100818,0.0,0.0,1.0,1.0
1936-02-29 23:59:59.999999999,BIG HiBM,0.029728,half_normal,ff3,0.06957554740821162,0.06957554740821162,-0.039847547408211614,-0.039847547408211614,0.0,0.0,1.0,1.0
1936-03-31 23:59:59.999999999,BIG HiBM,-0.033927,half_normal,ff3,-0.007189302811292396,-0.007189302811292396,-0.026737697188707603,-0.026737697188707603,0.0,0.0,1.0,1.0
1936-04-30 23:59:59.999999999,BIG HiBM,-0.085798,half_normal,ff3,-0.11156774999405994,-0.11156774999405994,0.02576974999405994,0.02576974999405994,0.0,0.0,1.0,1.0
1936-05-31 23:59:59.999999999,BIG HiBM,0.068314,half_normal,ff3,0.08351958261800513,0.08351958261800513,-0.015205582618005128,-0.015205582618005128,0.0,0.0,1.0,1.0
1936-06-30 23:59:59.999999999,BIG HiBM,0.021223,half_normal,ff3,0.019295970998307876,0.019295970998307876,0.0019270290016921224,0.0019270290016921224,0.0,0.0,1.0,1.0
1936-07-31 23:59:59.999999999,BIG HiBM,0.097728,half_normal,ff3,0.10058587949107947,0.10058587949107947,-0.0028578794910794764,-0.0028578794910794764,0.0,0.0,1.0,1.0
1936-08-31 23:59:59.999999999,BIG HiBM,0.037127,half_normal,ff3,0.046883055258594306,0.046883055258594306,-0.009756055258594305,-0.009756055258594305,0.0,0.0,1.0,1.0
1936-09-30 23:59:59.999999999,BIG HiBM,-0.006062,half_normal,ff3,0.014677805217924316,0.014677805217924316,-0.020739805217924318,-0.020739805217924318,0.0,0.0,1.0,1.0
1936-10-31 23:59:59.999999999,BIG HiBM,0.053326,half_normal,ff3,0.11019401345875227,0.11019401345875227,-0.05686801345875227,-0.05686801345875227,0.0,0.0,1.0,1.0
1936-11-30 23:59:59.999999999,BIG HiBM,-0.034124,half_normal,ff3,0.011843242073033873,0.011843242073033873,-0.045967242073033876,-0.045967242073033876,0.0,0.0,1.0,1.0
1936-12-31 23:59:59.999999999,BIG HiBM,-0.0025819999999999997,half_normal,ff3,0.03643971082049496,0.03643971082049496,-0.03902171082049496,-0.03902171082049496,0.0,0.0,1.0,1.0
1937-01-31 23:59:59.999999999,BIG HiBM,0.110469,half_normal,ff3,0.05904900058738065,0.05904900058738065,0.05141999941261935,0.05141999941261935,0.0,0.0,1.0,1.0
1937-02-28 23:59:59.999999999,BIG HiBM,0.09947199999999999,half_normal,ff3,0.05278101684383069,0.05278101684383069,0.0466909831561693,0.0466909831561693,0.0,0.0,1.0,1.0
1937-03-31 23:59:59.999999999,BIG HiBM,0.074449,half_normal,ff3,0.06721388880098748,0.06721388880098748,0.007235111199012517,0.007235111199012517,0.0,0.0,1.0,1.0
1937-04-30 23:59:59.999999999,BIG HiBM,-0.10130899999999998,half_normal,ff3,-0.11738399444096297,-0.11738399444096297,0.016074994440962984,0.016074994440962984,0.0,0.0,1.0,1.0
1937-05-31 23:59:59.999999999,BIG HiBM,-0.028166,half_normal,ff3,-0.04490701523486471,-0.04490701523486471,0.016741015234864712,0.016741015234864712,0.0,0.0,1.0,1.0
1937-06-30 23:59:59.999999999,BIG HiBM,-0.07738099999999999,half_normal,ff3,-0.0769182586004638,-0.0769182586004638,-0.00046274139953618454,-0.00046274139953618454,0.0,0.0,1.0,1.0
1937-07-31 23:59:59.999999999,BIG HiBM,0.111567,half_normal,ff3,0.10994237600586122,0.10994237600586122,0.001624623994138777,0.001624623994138777,0.0,0.0,1.0,1.0
1937-08-31 23:59:59.999999999,BIG HiBM,-0.081295,half_normal,ff3,-0.08209989285421414,-0.08209989285421414,0.0008048928542141315,0.0008048928542141315,0.0,0.0,1.0,1.0
1937-09-30 23:59:59.999999999,BIG HiBM,-0.202739,half_normal,ff3,-0.19719063810569853,-0.19719063810569853,-0.005548361894301468,-0.005548361894301468,0.0,0.0,1.0,1.0
1937-10-31 23:59:59.999999999,BIG HiBM,-0.176806,half_normal,ff3,-0.13021397759060202,-0.13021397759060202,-0.04659202240939797,-0.04659202240939797,0.0,0.0,1.0,1.0
1937-11-30 23:59:59.999999999,BIG HiBM,-0.08709399999999999,half_normal,ff3,-0.09235147858805146,-0.09235147858805146,0.005257478588051465,0.005257478588051465,0.0,0.0,1.0,1.0
1937-12-31 23:59:59.999999999,BIG HiBM,-0.049867,half_normal,ff3,-0.0455112990931246,-0.0455112990931246,-0.004355700906875398,-0.004355700906875398,0.0,0.0,1.0,1.0
1938-01-31 23:59:59.999999999,BIG HiBM,-0.021417000000000002,half_normal,ff3,-0.018143614498370517,-0.018143614498370517,-0.0032733855016294847,-0.0032733855016294847,0.0,0.0,1.0,1.0
1938-02-28 23:59:59.999999999,BIG HiBM,0.060847,half_normal,ff3,0.04692744981684313,0.04692744981684313,0.013919550183156867,0.013919550183156867,0.0,0.0,1.0,1.0
1938-03-31 23:59:59.999999999,BIG HiBM,-0.326431,half_normal,ff3,-0.3128736142952696,-0.3128736142952696,-0.013557385704730418,-0.013557385704730418,0.0,0.0,1.0,1.0
1938-04-30 23:59:59.999999999,BIG HiBM,0.112314,half_normal,ff3,0.16399861892304105,0.16399861892304105,-0.05168461892304105,-0.05168461892304105,0.0,0.0,1.0,1.0
1938-05-31 23:59:59.999999999,BIG HiBM,-0.043041,half_normal,ff3,-0.045921067617671174,-0.045921067617671174,0.002880067617671171,0.002880067617671171,0.0,0.0,1.0,1.0
1938-06-30 23:59:59.999999999,BIG HiBM,0.330816,half_normal,ff3,0.27696258669872376,0.27696258669872376,0.05385341330127624,0.05385341330127624,0.0,0.0,1.0,1.0
1938-07-31 23:59:59.999999999,BIG HiBM,0.112585,half_normal,ff3,0.09773856387655688,0.09773856387655688,0.014846436123443121,0.014846436123443121,0.0,0.0,1.0,1.0
1938-08-31 23:59:59.999999999,BIG HiBM,-0.074559,half_normal,ff3,-0.07726653200272957,-0.07726653200272957,0.002707532002729565,0.002707532002729565,0.0,0.0,1.0,1.0
