portfolio,window_end,forward_start,forward_end,forward_months,posterior_alpha,performance_rank,quintile,forward_alpha_monthly,forward_alpha_annualized_bps
ME4 BM1,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064890988914808e-05,4,5,0.001287868929028629,154.54427148343547
ME4 BM4,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.06489068822695e-05,5,5,-0.0035903685782778124,-430.84422939333746
ME3 BM2,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064890571965368e-05,6,4,-0.0028440475558784268,-341.2857067054112
ME2 BM5,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648902733170415e-05,7,4,0.0020296773217924283,243.5612786150914
ME2 BM2,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648899106613874e-05,8,4,0.002634987705732502,316.19852468790026
ME2 BM1,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064889501938361e-05,9,4,-0.01184287610015846,-1421.1451320190151
ME4 BM2,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064889471048067e-05,10,4,-0.0006712213566455542,-80.54656279746649
BIG LoBM,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648893258188404e-05,11,3,-0.00048238645035315544,-57.886374042378655
SMALL HiBM,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064889212504312e-05,12,3,0.0001315801060269229,15.78961272323075
ME4 BM5,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064889178266007e-05,13,3,-0.008502373431487065,-1020.2848117784479
ME5 BM4,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064889125816643e-05,14,3,-0.008572674910053733,-1028.720989206448
SMALL LoBM,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064889114713068e-05,15,3,-0.0032205330966595517,-386.46397159914625
ME4 BM3,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648890781114554e-05,16,2,0.006587840530354051,790.5408636424861
ME3 BM3,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064888995365952e-05,17,2,0.001258464766029604,151.01577192355248
ME3 BM5,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648888215197796e-05,18,2,-0.005827757958908182,-699.3309550689819
BIG HiBM,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648887174136956e-05,19,2,-0.008544018203130202,-1025.2821843756244
ME1 BM4,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648886102343044e-05,20,2,-0.0038690146391310866,-464.2817566957304
ME1 BM3,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064888543056328e-05,21,1,-0.0025119985783971436,-301.4398294076572
ME1 BM2,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648878080998645e-05,22,1,0.004786793447070726,574.4152136484871
ME3 BM1,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.0648876676985814e-05,23,1,0.005185707347343394,622.2848816812073
ME2 BM3,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.064887318841815e-05,24,1,-0.003064258808111281,-367.71105697335366
ME5 BM2,1947-06-30 23:59:59.999999999,1947-07-31 23:59:59.999999999,1948-06-30 23:59:59.999999999,12,6.06488701231047e-05,25,1,0.004748833156762212,569.8599788114655
ME2 BM4,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,0.0003758932568871727,1,5,-0.0003398101296937066,-40.77721556324479
ME4 BM4,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,0.00036210985495329403,2,5,-0.003436188039242914,-412.3425647091497
ME3 BM4,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,0.00033942385605326814,3,5,-0.003514554113784263,-421.74649365411153
ME2 BM2,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,0.000166009257809092,4,5,0.0015664539845048162,187.97447814057796
ME3 BM2,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,0.00015054614963087826,5,5,-0.0016579934812364818,-198.95921774837782
ME5 BM3,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,0.00012013700292052902,6,4,0.0019212607667293356,230.55129200752026
ME4 BM1,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,9.240673729564292e-05,7,4,0.0016522018936634862,198.26422723961835
ME2 BM5,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,7.158136404691336e-05,8,4,0.005181395389128552,621.7674466954263
ME5 BM2,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,2.746698227946864e-05,9,4,-0.004554965225327793,-546.5958270393352
ME2 BM1,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,1.447355188906649e-05,10,4,-0.004593499412789627,-551.2199295347552
ME4 BM5,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,1.299938266751578e-06,11,3,0.004575272044212685,549.0326453055222
ME3 BM3,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-2.436470336834077e-07,12,3,0.00233112613058237,279.7351356698844
ME4 BM2,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-1.040892634344242e-05,13,3,0.002992365008352349,359.0838010022819
ME4 BM3,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-1.4922803254840674e-05,14,3,0.005395951116719652,647.5141340063583
SMALL HiBM,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-2.7353680179341782e-05,15,3,0.012981163179860864,1557.7395815833036
BIG LoBM,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-5.1370985212212774e-05,16,2,0.0037081648240141706,444.97977888170044
ME3 BM1,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-7.982206357270273e-05,17,2,0.00306904640162063,368.2855681944756
ME3 BM5,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-9.077380813576121e-05,18,2,-0.002063056683286854,-247.56680199442246
SMALL LoBM,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-9.904394032354443e-05,19,2,0.0020424082564891683,245.0889907787002
ME1 BM4,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-0.00010462333911514172,20,2,-0.00516221300904175,-619.46556108501
ME1 BM2,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-0.00010587358785675688,21,1,-0.005889343757163182,-706.7212508595819
BIG HiBM,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-0.00010680471496224653,22,1,0.0006111077953871785,73.33293544646142
ME1 BM3,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-0.00010925023777274854,23,1,0.004691695851744767,563.003502209372
ME5 BM4,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-0.00016729608216265276,24,1,0.001196878859406084,143.6254631287301
ME2 BM3,1948-06-30 23:59:59.999999999,1948-07-31 23:59:59.999999999,1949-06-30 23:59:59.999999999,12,-0.00021309353086193173,25,1,0.0016780579908101253,201.36695889721506
ME3 BM4,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.001258347069568459,1,5,-0.0021925410178535026,-263.1049221424203
ME2 BM2,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.0011776522352218372,2,5,0.003718348891044377,446.20186692532525
ME2 BM4,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.0010811657715589073,3,5,-0.0004126466467562286,-49.51759761074743
ME5 BM3,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.0007559920632565631,4,5,-0.00029038144673194585,-34.8457736078335
ME4 BM4,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.0005496001348731024,5,5,-0.007439839945344665,-892.7807934413598
ME4 BM2,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.0005354846297021287,6,4,-0.008259307685274235,-991.1169222329083
ME4 BM3,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.0005093230864399637,7,4,-0.0008193180854042488,-98.31817024850986
ME2 BM5,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.00045646473670728574,8,4,-0.004486490533518618,-538.3788640222342
ME3 BM3,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.000436746242913237,9,4,-0.0010271268662404229,-123.25522394885074
ME3 BM2,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.00043247132577351296,10,4,-0.0007966581404761502,-95.59897685713803
SMALL HiBM,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.00033380327058233977,11,3,0.0016623371073524972,199.48045288229966
ME4 BM5,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.0002776942621722194,12,3,0.0024274949417321025,291.2993930078523
BIG LoBM,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.0002305042261322836,13,3,0.002524320809423375,302.918497130805
ME4 BM1,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.00021683141456206795,14,3,-0.00490040569855878,-588.0486838270537
ME3 BM1,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.00020908818357709446,15,3,0.00044516861647691104,53.42023397722932
ME2 BM1,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,0.00016527454129049472,16,2,0.0034378946192286015,412.5473543074322
SMALL LoBM,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-6.141676599758433e-05,17,2,0.004141388237904486,496.9665885485383
ME1 BM3,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-0.00013335383592057,18,2,-0.0006942714644466233,-83.3125757335948
ME5 BM4,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-0.0001569369156666858,19,2,0.005069753341306746,608.3704009568095
ME1 BM2,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-0.00016932013741886525,20,2,-0.003649160863285585,-437.8993035942702
ME5 BM2,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-0.00025500751014255485,21,1,-0.004571932737602781,-548.6319285123336
BIG HiBM,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-0.00026227199942550244,22,1,0.003412573285473078,409.50879425676936
ME1 BM4,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-0.00028466909384646216,23,1,0.004022378546246509,482.68542554958105
ME2 BM3,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-0.00039891121794149715,24,1,0.0022833353756727833,274.000245080734
ME3 BM5,1949-06-30 23:59:59.999999999,1949-07-31 23:59:59.999999999,1950-06-30 23:59:59.999999999,12,-0.00046776216233291093,25,1,0.0074850998059242035,898.2119767109044
ME2 BM2,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0006619823824992584,1,5,0.0013823196932580576,165.87836319096692
ME3 BM4,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0005446371588588535,2,5,0.000979267546423044,117.51210557076529
ME2 BM4,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0005375036278164535,3,5,-0.0017207531264524553,-206.49037517429463
ME4 BM3,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0005350496916808866,4,5,0.0016773390595698169,201.28068714837804
ME5 BM3,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0005097916083048509,5,5,0.011815703705128357,1417.884444615403
BIG LoBM,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0005022127432904768,6,4,0.00015093444720045663,18.112133664054795
ME3 BM3,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0004935631588819218,7,4,-0.0007588225710622537,-91.05870852747046
ME2 BM5,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00046971760802362453,8,4,-0.0005914831225975921,-70.97797471171106
SMALL HiBM,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0004639706500700385,9,4,-0.001024064030264783,-122.88768363177397
ME4 BM5,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00045931334023576603,10,4,0.0008829747895381443,105.95697474457731
ME3 BM2,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00045245007192878744,11,3,-0.004002409500044221,-480.28914000530654
ME4 BM2,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.000449859749099742,12,3,-0.0004868623951760394,-58.423487421124726
ME5 BM4,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0004397856874016674,13,3,0.0013608710309184157,163.30452371020988
ME2 BM1,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00043166442666674757,14,3,0.003819049805790413,458.2859766948495
ME4 BM4,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00041751376230669677,15,3,0.0015818715884331012,189.82459061197213
ME1 BM3,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00040850869055430615,16,2,-0.005187279878674844,-622.4735854409813
SMALL LoBM,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0004028502029170244,17,2,-0.006776356038388845,-813.1627246066614
ME4 BM1,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0004006017724403894,18,2,-0.0030501479344074603,-366.0177521288952
ME1 BM2,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00038943151480618545,19,2,-0.009733584700310056,-1168.0301640372068
BIG HiBM,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0003841008884295421,20,2,-0.005017347543611185,-602.0817052333422
ME3 BM1,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0003840012340036242,21,1,-0.007298337946032199,-875.8005535238639
ME1 BM4,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00037920569052889787,22,1,-0.003005346781339431,-360.6416137607317
ME2 BM3,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00037306819963489634,23,1,0.0019830172162675613,237.96206595210734
ME3 BM5,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.0003526630342302951,24,1,0.007571347376136584,908.5616851363901
ME5 BM2,1950-06-30 23:59:59.999999999,1950-07-31 23:59:59.999999999,1951-06-30 23:59:59.999999999,12,0.00022327655089027899,25,1,-0.005759888250091649,-691.1865900109979
ME2 BM2,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.000134713177552362,1,5,0.0002748706065460995,32.98447278553194
BIG LoBM,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.0001347131716198386,2,5,-0.001239149799871276,-148.6979759845531
ME5 BM3,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471317102181505,3,5,0.0016433826196438949,197.20591435726737
SMALL HiBM,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316954640739,4,5,-0.002419357236040087,-290.3228683248104
ME4 BM3,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316858826513,5,5,-0.001774796075873138,-212.97552910477657
ME2 BM5,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316827432664,6,4,-0.0002811588466484219,-33.739061597810625
ME2 BM4,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316734760854,7,4,0.0010347590670001844,124.17108804002211
ME3 BM4,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316623742897,8,4,-0.003157938983517695,-378.9526780221234
ME4 BM5,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316608854058,9,4,0.003130111507342884,375.61338088114604
ME4 BM2,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316437486423,10,4,0.0021887518323196998,262.65021987836394
ME5 BM4,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.0001347131639235093,11,3,0.001741109915019201,208.93318980230413
ME2 BM1,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316345462387,12,3,0.004533343422476878,544.0012106972252
ME4 BM1,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.0001347131623323107,13,3,-0.002630114204158627,-315.61370449903524
ME3 BM2,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316183710918,14,3,0.002914310002187141,349.7172002624569
ME3 BM3,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316181735518,15,3,-0.0013130388720507952,-157.56466464609542
SMALL LoBM,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316123021674,16,2,-0.00047309796201974844,-56.771755442369816
ME4 BM4,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.0001347131610477796,17,2,0.003920013739188801,470.4016487026562
ME1 BM3,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471316077707732,18,2,-0.0036026001741550962,-432.3120208986116
ME1 BM4,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.0001347131605619582,19,2,0.0012601716257081004,151.22059508497205
BIG HiBM,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471315999721796,20,2,0.0049393674180251345,592.7240901630161
ME1 BM2,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471315935677307,21,1,0.004530439555065972,543.6527466079166
ME3 BM5,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471315910305534,22,1,0.0005533028090663432,66.39633708796119
ME3 BM1,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.0001347131581035604,23,1,-0.0016961815199832495,-203.54178239798995
ME2 BM3,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471315527165608,24,1,-0.001332036906560351,-159.84442878724212
ME5 BM2,1951-06-30 23:59:59.999999999,1951-07-31 23:59:59.999999999,1952-06-30 23:59:59.999999999,12,0.00013471314892367594,25,1,0.0004309889755220295,51.71867706264354
ME2 BM2,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109762723916585e-05,1,5,-0.0035451174764886194,-425.4140971786343
ME5 BM3,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109762560734082e-05,2,5,0.0002629285437078556,31.55142524494267
ME2 BM5,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109762399312143e-05,3,5,-0.002776544143070918,-333.18529716851015
SMALL HiBM,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109762228347478e-05,4,5,-0.0017926904456107137,-215.12285347328563
ME4 BM3,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097620647342794e-05,5,5,0.000627294501245905,75.27534014950861
ME4 BM2,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097620298641786e-05,6,4,-0.000480662794117822,-57.67953529413864
ME5 BM4,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097618956363264e-05,7,4,-0.0006691593375440143,-80.29912050528172
ME4 BM5,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097618652851694e-05,8,4,0.007515073629613307,901.808835553597
ME2 BM1,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761833164691e-05,9,4,-0.0013251291950816307,-159.01550340979568
BIG LoBM,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097617955071996e-05,10,4,0.0004369705336901039,52.43646404281247
ME3 BM4,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761704775656e-05,11,3,-0.0004319857830579147,-51.83829396694976
ME1 BM2,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097617034314765e-05,12,3,-0.0033493886603285193,-401.92663923942234
SMALL LoBM,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761690362702e-05,13,3,-0.013759290069825283,-1651.114808379034
ME2 BM4,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761687764428e-05,14,3,0.0036053799582530586,432.64559499036704
ME1 BM3,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097616794107795e-05,15,3,0.0014636175872350117,175.63411046820138
ME3 BM5,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761645053515e-05,16,2,-0.0035741628950927314,-428.89954741112774
ME1 BM4,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761607665814e-05,17,2,-0.0014098730129632633,-169.18476155559162
ME3 BM2,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761551847667e-05,18,2,0.002689384064700354,322.72608776404246
ME3 BM3,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761539985635e-05,19,2,0.002967747188755547,356.12966265066564
ME2 BM3,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097614741906924e-05,20,2,0.00562553602737475,675.06432328497
ME4 BM4,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761457292755e-05,21,1,-5.2059941336181303e-05,-6.247192960341756
ME3 BM1,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097614435647546e-05,22,1,0.003249968280460763,389.99619365529156
BIG HiBM,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097613633242725e-05,23,1,0.003887440446735824,466.49285360829884
ME5 BM2,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.1097613352422666e-05,24,1,-0.001627589587718568,-195.3107505262282
ME4 BM1,1952-06-30 23:59:59.999999999,1952-07-31 23:59:59.999999999,1953-06-30 23:59:59.999999999,12,5.109761177714927e-05,25,1,-0.0007665025537544472,-91.98030645053366
