n_validation_windows,first_training_window_end,last_training_window_end,all_look_ahead_free,hac_lags,mean_rank_spearman_fisher,rank_spearman_ci_low,rank_spearman_ci_high,rank_spearman_hac_p_value,mean_average_top_quintile_minus_average_bottom_quintile_forward_alpha_annualized_bps,median_average_top_quintile_minus_average_bottom_quintile_forward_alpha_annualized_bps,iqr_average_top_quintile_minus_average_bottom_quintile_forward_alpha_annualized_bps,average_quintile_spread_hac_se_bps,average_quintile_spread_ci_low_bps,average_quintile_spread_ci_high_bps,average_quintile_spread_hac_p_value,positive_average_quintile_spread_fraction
89,1936-06-30 23:59:59.999999999,2024-06-30 23:59:59.999999999,True,4,0.10232022165643444,0.055065587466790515,0.1491175281388312,2.3193501629399683e-05,243.16770906605086,209.33074938810728,498.0448747555252,46.06466684179456,152.8809620561335,333.4544560759682,1.30008830215003e-07,0.7303370786516854
