portfolio,factor_model,sample_start,sample_end,n_obs,alpha,alpha_hac_se,alpha_hac_t_stat,alpha_p_value,hac_lags,r_squared,residual_volatility,coef_alpha,hac_se_alpha,hac_t_alpha,p_value_alpha,coef_mkt_rf,hac_se_mkt_rf,hac_t_mkt_rf,p_value_mkt_rf,coef_smb,hac_se_smb,hac_t_smb,p_value_smb,coef_hml,hac_se_hml,hac_t_hml,p_value_hml,prior_mean_alpha,prior_tau,shrinkage_weight,posterior_alpha,posterior_alpha_sd,posterior_alpha_ci_low,posterior_alpha_ci_high,posterior_probability_alpha_positive,posterior_alpha_annualized_bps,posterior_shortfall_annualized_bps,alpha_fdr_q_value,performance_rank,sensitivity_model,common_sample_start,common_sample_end,coef_rmw,hac_se_rmw,hac_t_rmw,p_value_rmw,coef_cma,hac_se_cma,hac_t_cma,p_value_cma
BIG LoBM,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,0.0011772068057561522,0.00042331696541100214,2.780911000373424,0.005420659561724205,12,0.9532552181191286,0.010149579662117497,0.0011772068057561522,0.00042331696541100214,2.780911000373424,0.005420659561724205,0.9884296013921904,0.013962623154401398,70.7911107004711,0.0,-0.18827294584701473,0.017760480588676245,-10.600667302159271,2.958615545592376e-26,-0.2993101379792968,0.02052816515485214,-14.58046229273201,3.739756582045e-48,0.00011027698872524444,0.0005872213825458055,0.7512086351954987,0.0004899425785620108,0.00029372413157096054,-8.575671931707182e-05,0.0010656418764410935,0.9523457614360412,58.793109427441294,0.0,0.045172163014368376,6,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.17665476220469908,0.023277752115406065,7.588995764233717,3.223942993560028e-14,-0.06751503771453984,0.036248487151197044,-1.862561530717849,0.06252398094067695
ME2 BM2,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,0.0003399107781188967,0.0005007147667025439,0.6788511158905468,0.4972322021024328,12,0.9536204269638433,0.013115233354976554,0.0003399107781188967,0.0005007147667025439,0.6788511158905468,0.4972322021024328,1.0021376434213438,0.014313762511435239,70.0121748296954,0.0,0.9386197645935168,0.03095600756662778,30.321085901445468,6.045681251918748e-202,-0.03522212376031488,0.03156308912816255,-1.1159276462862917,0.2644531067372955,0.00011027698872524444,0.0005872213825458055,0.6486544452342238,0.00035837665215653156,0.0003648640444240023,-0.000356756874914513,0.001073510179227576,0.8370041877516757,43.005198258783786,0.0,0.828720336837388,7,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.012449180266352057,0.0725074988058071,0.1716950725288983,0.8636772598408406,-0.024147184976120242,0.04966624488776361,-0.4861890612162918,0.6268331263043585
ME3 BM4,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0001853834083882592,0.0005926080068431393,-0.3128263645572534,0.7544125839417068,12,0.9249190250409232,0.014118147666379581,-0.0001853834083882592,0.0005926080068431393,-0.3128263645572534,0.7544125839417068,0.9992533269080035,0.015577867100472362,64.1457088100144,0.0,0.48611432345247935,0.02690077297293919,18.07064517965657,5.4275280244153245e-73,0.5258464142144263,0.05386354705629923,9.762565648801433,1.6297898008818221e-22,0.00011027698872524444,0.0005872213825458055,0.6080182163569853,0.00032861221083359395,0.0003916500266334888,-0.00043902184136804413,0.001096246263035232,0.7992781245004903,39.43346530003128,0.0,0.8572870272064851,8,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.1390931909041146,0.05868133635884549,2.3703139624077085,0.01777298578731019,0.031155670088613915,0.05614970164263535,0.5548679543642833,0.5789849823826664
ME2 BM3,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,0.00017218860075476333,0.0006641761170188894,0.25925141892728765,0.7954412602796259,12,0.9417194664339164,0.01345582404025017,0.00017218860075476333,0.0006641761170188894,0.25925141892728765,0.7954412602796259,0.9754438236090468,0.018628275344000373,52.36361421526921,0.0,0.8189393619107468,0.03172898586690962,25.810448696528443,6.768716318555664e-147,0.2538289336085994,0.04679106112086791,5.42473129542678,5.804178747376086e-08,0.00011027698872524444,0.0005872213825458055,0.5902220074369249,0.00028890067144582513,0.0003908943533995292,-0.00047725226121725204,0.0010550536041089022,0.7700696035183456,34.66808057349902,0.0,0.8646100655213325,9,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.19720121809424074,0.07863740008961198,2.5077281022709075,0.012151012669798934,-0.0330902156764655,0.048565752280271456,-0.6813487719803636,0.49565082940010174
ME5 BM3,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0008669141026215172,0.0006785386553400204,-1.2776193305996701,0.20138368129296913,12,0.8507505727244494,0.016772397456955208,-0.0008669141026215172,0.0006785386553400204,-1.2776193305996701,0.20138368129296913,0.9588020738893798,0.023099554876320497,41.507383108592016,0.0,-0.17184417673218857,0.03669322611278435,-4.683267047819381,2.823382890936544e-06,0.27663789351398194,0.04724548355117533,5.855329921945523,4.760639926226197e-09,0.00011027698872524444,0.0005872213825458055,0.5132882075832467,0.00020215137764659327,0.0004271023194654913,-0.0006349691685057697,0.0010392719237989562,0.6820036338997905,24.258165317591192,0.0,0.35961371659458774,10,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.058817037084167925,0.05598310263049144,1.0506212467783622,0.2934325788298705,0.12327001631627824,0.050961995820329176,2.4188616307508264,0.015569161304633903
ME3 BM2,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,1.5835324680244265e-05,0.0005714587085284573,0.027710356748296368,0.977893163385918,12,0.931734330402453,0.014400072843067236,1.5835324680244265e-05,0.0005714587085284573,0.027710356748296368,0.977893163385918,1.0204973911927202,0.015814576490221863,64.52891051642722,0.0,0.6449670615275035,0.020844096381879416,30.94243327756815,3.211760970597318e-210,0.03420879035156003,0.030902802731732314,1.1069801871541245,0.2683024945423209,0.00011027698872524444,0.0005872213825458055,0.6355298072640446,0.00019669415125619683,0.0003712292433463066,-0.0005309151657025642,0.0009243034682149577,0.7018904789743243,23.603298150743615,0.0,0.977893163385918,11,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.1478095068471698,0.04862648819294289,3.0396911712127554,0.0023682085085323197,0.011348568020417612,0.05124197419464156,0.2214701560347834,0.8247263716849942
BIG HiBM,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0001750693164218643,0.0008542855088131156,-0.20493068724189564,0.837626279046787,12,0.8202684127294809,0.023856402040924558,-0.0001750693164218643,0.0008542855088131156,-0.20493068724189564,0.837626279046787,1.071173834259223,0.035232863352897124,30.402690338568313,5.0610934137938054e-203,-0.14752575634874934,0.062411492240012606,-2.363759478485425,0.018090553203873032,1.034180933976315,0.060151647245038964,17.192894647812153,3.001645230198703e-66,0.00011027698872524444,0.0005872213825458055,0.4398884530570188,0.00019117105754003805,0.0004682516337889813,-0.0007266021446863653,0.0011089442597664414,0.6584606724744926,22.940526904804567,0.0,0.8725273740070697,12,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,-0.24346520398446495,0.10313014787169418,-2.3607568592586894,0.018237683535263425,-0.39518122999919186,0.0938591595724307,-4.210364036918872,2.5495952595072233e-05
ME2 BM1,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0007961600543721266,0.0005547319354087134,-1.4352158286786474,0.1512256044207903,12,0.9528583719485544,0.015577792042731513,-0.0007961600543721266,0.0005547319354087134,-1.4352158286786474,0.1512256044207903,1.0883111096096065,0.017227621601935937,63.172452631958706,0.0,1.0042897423626138,0.031327218998651,32.05805604403826,1.6952949309812012e-225,-0.44570786882898633,0.03966689203615845,-11.236268987817352,2.705778275595543e-29,0.00011027698872524444,0.0005872213825458055,0.6525593084794947,0.00012257288431239582,0.0003811441573388778,-0.0006244696640718047,0.0008696154326965963,0.6261190700221286,14.708746117487498,0.0,0.3030877490835095,13,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,-0.22214033453687848,0.06210398973140306,-3.576909237194347,0.0003476808258456308,-0.11848450698553158,0.05427309359065969,-2.183116884384172,0.02902720347866999
ME2 BM4,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,0.00017369770882031573,0.0004705325389862602,0.36915132202023504,0.7120149367253585,12,0.9485143626578352,0.012231348994369373,0.00017369770882031573,0.0004705325389862602,0.36915132202023504,0.7120149367253585,0.9530511529693014,0.015110609932227143,63.0716534437622,0.0,0.76287667362237,0.023071404108693395,33.0658970745051,9.192990655030443e-240,0.42856666165951735,0.02459420117589711,17.425516632738724,5.282913847411735e-68,0.00011027698872524444,0.0005872213825458055,0.6609288461251295,0.00011152662058227691,0.0003481892687641668,-0.00057092434619549,0.0007939775873600438,0.6256312775770686,13.38319446987323,0.0,0.8476368294349508,14,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.10221047326924533,0.032756877426838756,3.120275230675712,0.0018068213114181293,0.03284105077284404,0.045920813592034045,0.7151670060684864,0.47450585383284294
ME3 BM3,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0008736801691596763,0.0006182412066745353,-1.4131703932501112,0.15760562952342494,12,0.9169459713140968,0.014660112714549919,-0.0008736801691596763,0.0006182412066745353,-1.4131703932501112,0.15760562952342494,0.9887955292039199,0.023766537489745235,41.6045260960106,0.0,0.5102273670320832,0.0392836481478003,12.988288794167238,1.4257938387985799e-38,0.31701504905080125,0.05741674805491011,5.521299268771302,3.365020838838733e-08,0.00011027698872524444,0.0005872213825458055,0.6452216996337917,8.387980112089242e-05,0.00036321360956951653,-0.00062801887363536,0.0007957784758771448,0.5913184905177399,10.06557613450709,0.0,0.3030877490835095,15,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.19654494011103257,0.07126567193175423,2.7579188518596847,0.005817063643723113,0.038568712714675886,0.044330850660315495,0.8700196847159124,0.38428964682151445
ME3 BM1,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.00020633044051314285,0.0005127490531234105,-0.40240043205595627,0.6873893521042909,12,0.949022147292439,0.014744001799815205,-0.00020633044051314285,0.0005127490531234105,-0.40240043205595627,0.6873893521042909,1.0656281074096434,0.014737695661992227,72.30629074244248,0.0,0.7171770054482389,0.026210695487161092,27.361998303308553,7.7740171132817665e-165,-0.3713468494394113,0.02935066866779458,-12.652074596408657,1.0895912329036444e-36,0.00011027698872524444,0.0005872213825458055,0.6513113490850171,4.9073699690281363e-05,0.00036292258298461556,-0.0006622545629595651,0.0007604019623401278,0.5537802789603052,5.888843962833763,0.0,0.8476368294349508,16,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,-0.1411423554555746,0.032545873361381664,-4.336720477228045,1.4462435228311847e-05,-0.24776244805397651,0.0461244801532418,-5.371604129321832,7.803928254945236e-08
ME1 BM3,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,0.00022045803183308384,0.0005305691409257953,0.41551235235506623,0.67776687449198,12,0.9473915807663534,0.013968289206009015,0.00022045803183308384,0.0005305691409257953,0.41551235235506623,0.67776687449198,0.9228304103978355,0.014672673328103021,62.89449712141482,0.0,1.0685273473788366,0.027052933167260637,39.49765227941954,0.0,0.11677443016744725,0.02516407317796105,4.640521800330777,3.4753050864841357e-06,0.00011027698872524444,0.0005872213825458055,0.6124102570309089,-1.61574657478423e-06,0.0003743442842956837,-0.0007353305437943243,0.0007320990506447558,0.4982780887842237,-0.1938895889741076,0.1938895889741076,0.8476368294349508,17,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,-0.09702249496527673,0.04850639517182473,-2.000200068910355,0.04547866439050167,0.006539929146868782,0.03731400048437444,0.1752674347958867,0.8608694989341921
ME4 BM5,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0010818529748815454,0.0006926458683158845,-1.5619135612719215,0.11830835329352382,12,0.8796913975178844,0.02022687766265786,-0.0010818529748815454,0.0006926458683158845,-1.5619135612719215,0.11830835329352382,1.1331791779364377,0.03175715841142689,35.68263769873995,7.349886980069007e-279,0.31831055731983315,0.03908296919464837,8.144482465866984,3.8090754983392344e-16,0.8027333474804983,0.0604304434881279,13.283591864392033,2.88229631312129e-40,0.00011027698872524444,0.0005872213825458055,0.4801273289493569,-7.436467464375308e-05,0.00045455433916334555,-0.0009652911794039104,0.0008165618301164042,0.4350233819488074,-8.92376095725037,8.92376095725037,0.29577088323380957,18,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.0103463881751633,0.0813827435893765,0.12713245731019926,0.8988355626634212,-0.017206104755839745,0.0920939498720282,-0.1868320859269147,0.8517922889138319
ME4 BM3,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0011754600515214294,0.0006548897412984277,-1.7948976406179225,0.072670009929444,12,0.8951565677777532,0.016169664637338058,-0.0011754600515214294,0.0006548897412984277,-1.7948976406179225,0.072670009929444,1.0480918988568786,0.01945088656430377,53.88401682318866,0.0,0.24105379337365543,0.03557379202957607,6.7761624392823565,1.2340992089678962e-11,0.35285257492080463,0.06298963640060933,5.601756020255284,2.1219108627092727e-08,0.00011027698872524444,0.0005872213825458055,0.5565316218657237,-8.507335356375923e-05,0.00041412789290181556,-0.0008967640236513176,0.0007266173165237993,0.41861897785590374,-10.208802427651108,10.208802427651108,0.2270937810295125,19,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.20248058717572265,0.08435201036998137,2.400423964854074,0.016376092519743837,0.0849610708964113,0.06342287472150206,1.3395966560879844,0.1803765115524646
ME5 BM2,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.000873507725129169,0.0005141862780263686,-1.6988157064050893,0.08935391330010807,12,0.8979674755134716,0.014098099047040551,-0.000873507725129169,0.0005141862780263686,-1.6988157064050893,0.08935391330010807,0.9935532500834325,0.021538815714457,46.128499507823584,0.0,-0.1251542177543254,0.029611516934370436,-4.226538546867128,2.3731363442316678e-05,0.03382026298651009,0.03759073799634044,0.8996967016131098,0.36828167917663024,0.00011027698872524444,0.0005872213825458055,0.6447773553288757,-9.557246219722354e-05,0.00036005692950232454,-0.0008012840440217797,0.0006101391196273326,0.3953363849348442,-11.468695463666824,11.468695463666824,0.2482053147225224,20,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.16529293204793896,0.047217715167489245,3.500655028766574,0.0004641162031375732,0.15253679604743428,0.04196050784122851,3.6352466615658656,0.000277714788861521
ME2 BM5,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0002200059654615072,0.0004962960484093888,-0.44329582346387497,0.6575517763326766,12,0.9538771935043446,0.013409969412561422,-0.0002200059654615072,0.0004962960484093888,-0.44329582346387497,0.6575517763326766,1.0783804663577885,0.0167138257795927,64.52026487403458,0.0,0.8933708556095838,0.022693553206369035,39.36672443867696,0.0,0.6309971481061937,0.024183297384393832,26.09227096191581,4.4618701392330226e-150,0.00011027698872524444,0.0005872213825458055,0.6280287309395493,-0.00015273203563945443,0.0003613559725825459,-0.0008609897419012444,0.0005555256706223355,0.33627033877130663,-18.32784427673453,18.32784427673453,0.8476368294349508,21,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.03309432961334433,0.030984473554524567,1.0680939779437262,0.28547812204642364,0.05185332057678593,0.035093632361923505,1.4775706328150473,0.1395227396402708
ME3 BM5,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0003340169450849546,0.0006697231867123563,-0.4987388098725238,0.6179633999016393,12,0.9112523383576869,0.017636658969432475,-0.0003340169450849546,0.0006697231867123563,-0.4987388098725238,0.6179633999016393,1.0926793486953557,0.02291644903061436,47.681006216784816,0.0,0.6200840965844454,0.044829348832128704,13.832101351872367,1.6318292253167832e-43,0.7301157496891213,0.07019510644419644,10.401234312103327,2.4474213676969215e-25,0.00011027698872524444,0.0005872213825458055,0.5199444414301916,-0.0001852570980957213,0.00042086692060017074,-0.001010156262472056,0.0006396420662806133,0.32990346059475906,-22.230851771486556,22.230851771486556,0.8476368294349508,22,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.1445889042834939,0.082359102315718,1.755591066658573,0.07915825868478908,0.0414161418609104,0.06894812755453139,0.600685520112989,0.5480494651450954
ME4 BM2,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.001416135954892837,0.0006439311639747935,-2.1992039430914563,0.027863424096398696,12,0.9065477470309992,0.015735236998961094,-0.001416135954892837,0.0006439311639747935,-2.1992039430914563,0.027863424096398696,1.0713879627250964,0.0216679551595117,49.44573471921661,0.0,0.2937463118453623,0.03702733649977549,7.9332282473826705,2.135214825259337e-15,0.07453038935400737,0.054307962845165675,1.3723657719678548,0.1699495998778492,0.00011027698872524444,0.0005872213825458055,0.6078056814282011,-0.0004837576407699253,0.0004074465269239154,-0.0012823528335407994,0.00031483755200094885,0.11755640599605166,-58.05091689239104,58.05091689239104,0.11609760040166123,23,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.17252497991808913,0.07967639326842398,2.1653211552493974,0.030363099371030797,0.135050952411729,0.06001881445502846,2.250143619763123,0.024439829900440666
ME5 BM4,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0022498895352352725,0.0007257509067299656,-3.1000850489772827,0.0019346508204444756,12,0.8913323733523327,0.015645114460072097,-0.0022498895352352725,0.0007257509067299656,-3.1000850489772827,0.0019346508204444756,1.019384116957902,0.026689095100031698,38.19478004545353,0.0,-0.1718964745649877,0.02659039386698734,-6.46460806202655,1.0156169845987196e-10,0.7072620396493277,0.05297993667871009,13.349620327755881,1.1905415794222792e-40,0.00011027698872524444,0.0005872213825458055,0.5250688043771973,-0.0006662655546494494,0.000415771875929169,-0.0014811784314706206,0.00014864732217172182,0.05452490245155884,-79.95186655793393,79.95186655793393,0.024183135255555946,24,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,0.01980002521945248,0.06481233123819777,0.3054978094628873,0.7599870380774802,-0.02610199173248453,0.05651012256689588,-0.46189940044078587,0.6441534639896829
SMALL LoBM,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,749,-0.0027672842298978066,0.0007387116325241174,-3.7460953747840984,0.00017960832897118167,12,0.9209169155019965,0.02241988462716667,-0.0027672842298978066,0.0007387116325241174,-3.7460953747840984,0.00017960832897118167,1.0567088871745232,0.024398346210791344,43.31067679936203,0.0,1.269543011554933,0.04817980403867342,26.350107412970885,5.117878995950259e-153,-0.4126346942567521,0.04797732047534354,-8.600619838050624,7.928670986238006e-18,0.00011027698872524444,0.0005872213825458055,0.4734592642381702,-0.00120032238975471,0.0004409144557233282,-0.002064514722972433,-0.0003361300565369868,0.003240996604140483,-144.0386867705652,144.0386867705652,0.004490208224279542,25,ff5_common_sample,1963-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,-0.5137542080971914,0.05592172715972529,-9.18702325895249,4.038624697281942e-20,-0.09449807560199773,0.0773147809509003,-1.2222510940309057,0.22161268740400974
