factor_model,factor_cols,sample_start,sample_end,n_observations,n_portfolios,is_valid,n_rows,n_unique_portfolio_months,duplicate_portfolio_months,n_months,balanced_panel,missing_calendar_months,factor_columns,portfolio_source,portfolio_source_sha256,portfolio_source_bytes,factor_source,factor_source_sha256,factor_source_bytes
ff3,"mkt_rf,smb,hml",1926-07-31 23:59:59.999999999,2025-11-30 23:59:59.999999999,29825,25,True,29825,29825,0,1193,True,0,"mkt_rf,smb,hml",/Users/muhammadshoaib/Library/CloudStorage/Dropbox/0-Hobby_Projects/latent-performance-benchmarking/data/25_size_bm_portfolios.csv,05b45903b4ece361e80733136fc6e13a6e475a9c18b096d86345be458f210061,1521315,/Users/muhammadshoaib/Library/CloudStorage/Dropbox/0-Hobby_Projects/latent-performance-benchmarking/data/ff3_factors.csv,3a412f4bb89d740af47ba331ca9f9b7d9fa0657cf22fa3c5f142d0db8ce68c70,37218
