portfolio,factor_model,sample_start,sample_end,n_obs,alpha,alpha_hac_se,alpha_hac_t_stat,alpha_p_value,hac_lags,r_squared,residual_volatility,coef_alpha,hac_se_alpha,hac_t_alpha,p_value_alpha,coef_mkt_rf,hac_se_mkt_rf,hac_t_mkt_rf,p_value_mkt_rf,coef_smb,hac_se_smb,hac_t_smb,p_value_smb,coef_hml,hac_se_hml,hac_t_hml,p_value_hml,prior_mean_alpha,prior_tau,shrinkage_weight,posterior_alpha,posterior_alpha_sd,posterior_alpha_ci_low,posterior_alpha_ci_high,posterior_probability_alpha_positive,posterior_alpha_annualized_bps,posterior_shortfall_annualized_bps,alpha_fdr_q_value,performance_rank,window_start,window_end,window_length,rolling_step_months,rank,quintile,sensitivity_window
ME3 BM4,ff3,1996-07-31 23:59:59.999999999,2001-06-30 23:59:59.999999999,60,-0.006140978637394772,0.001813711654842833,-3.3858626981844684,0.0007095487519021137,12,0.8458225143328773,0.018600753587868515,-0.006140978637394772,0.001813711654842833,-3.3858626981844684,0.0007095487519021137,1.104021743578763,0.05173968528914726,21.33800654969076,5.039803444131066e-101,0.4366579565139537,0.0471729154864298,9.256539520852105,2.1116503991812385e-20,1.0555769431292976,0.05773267741461083,18.283873023047345,1.112389576986832e-74,-0.0009872758870316614,0.003390985489336455,0.7775577500370813,-0.004994577401963919,0.0016103808386475882,-0.008150923845713191,-0.0018382309582146458,0.0009627522608677234,-599.3492882356702,599.3492882356702,0.00443467969938821,24,1996-07-31 23:59:59.999999999,2001-06-30 23:59:59.999999999,60,120,24,1,60
ME3 BM3,ff3,1996-07-31 23:59:59.999999999,2001-06-30 23:59:59.999999999,60,-0.007083999702133108,0.001664522221278489,-4.255875717112397,2.0823236001886687e-05,12,0.8522324132753653,0.018891076987358382,-0.007083999702133108,0.001664522221278489,-4.255875717112397,2.0823236001886687e-05,1.1453574481935127,0.050976048114381195,22.468541414264482,8.43150360686755e-112,0.3692473082563804,0.06218303753337948,5.938071263536631,2.8839468930548803e-09,0.9088236919363352,0.051734188386902906,17.567177919938416,4.394981044036145e-69,-0.0009872758870316614,0.003390985489336455,0.8058340953074119,-0.005900223806913089,0.0015032393275597156,-0.008846572888930131,-0.0029538747248960464,4.3363736979951835e-05,-708.0268568295706,708.0268568295706,0.0002602904500235836,25,1996-07-31 23:59:59.999999999,2001-06-30 23:59:59.999999999,60,120,25,1,60
ME3 BM4,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0034372507496765433,0.001354404818908414,2.537831157782504,0.011154178321531717,12,0.9475282501912597,0.014775376214352693,0.0034372507496765433,0.001354404818908414,2.537831157782504,0.011154178321531717,1.0161932772479765,0.031376162784484386,32.38743004452053,4.125743017230004e-230,0.5698030428976886,0.12773010323801307,4.46099258086337,8.158091492247596e-06,0.23742481606302168,0.057405396384517166,4.135932003198529,3.5351686867270046e-05,0.0003362399596959525,0.002188833555645798,0.7231244756645955,0.0025786567612309202,0.001161869645430615,0.0003013922561869147,0.004855921266274926,0.9867703338229352,309.4388113477104,0.0,0.04647574300638215,1,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,1,5,60
ME4 BM2,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.00272416214153733,0.0007462577706339084,3.650430519769719,0.0002618011234858151,12,0.9590513758551743,0.012174196958845562,0.00272416214153733,0.0007462577706339084,3.650430519769719,0.0002618011234858151,1.0877657879247018,0.05049605818514074,21.541598037939405,6.347879734924517e-103,0.3775019537825051,0.0747454972792479,5.050497588800089,4.406606740759718e-07,-0.14897787322401815,0.07399149000637416,-2.0134460491494917,0.044067725289185546,0.0003362399596959525,0.002188833555645798,0.8958654070306262,0.0024754968370887392,0.000708676731049801,0.0010864904442311294,0.0038645032299463493,0.999761299052855,297.0596204506487,0.0,0.0038048418769647927,2,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,2,5,60
ME3 BM5,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.00559043405168692,0.0029050199627124952,1.9244046937519086,0.0543038765707411,12,0.9126203727570145,0.021870529025839715,0.00559043405168692,0.0029050199627124952,1.9244046937519086,0.0543038765707411,1.0108708528517452,0.043767563965603974,23.096347186381397,5.038369681257148e-118,0.6879534738683661,0.0858509229070475,8.01334977625374,1.1162558961301252e-15,0.60559843901558,0.12607170973606918,4.8036029675761425,1.558356914687954e-06,0.0003362399596959525,0.002188833555645798,0.3621272907185356,0.002238927031137978,0.001783371558280683,-0.0012564812230921605,0.005734335285368116,0.8953415850627489,268.67124373655736,0.0,0.16969961428356595,3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,3,5,60
ME3 BM3,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0037579164881433574,0.0020769438926390767,1.8093490640078613,0.0703967910596616,12,0.9455939550937885,0.014037864757783075,0.0037579164881433574,0.0020769438926390767,1.8093490640078613,0.0703967910596616,0.9678475921102917,0.03980184416903082,24.316651962156026,1.3068817182483838e-130,0.5966289086040769,0.06325131404847371,9.43267215202581,3.997722002466804e-21,0.09964609505319358,0.05400757977901923,1.8450390752726142,0.06503185464186775,0.0003362399596959525,0.002188833555645798,0.5262115729351463,0.0021367657478055324,0.0015292258779852211,-0.0008605169730455009,0.005134048468656565,0.9188361919873498,256.4118897366639,0.0,0.175991977649154,4,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,4,5,60
ME2 BM3,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0029155019214296665,0.0015887317526557983,1.8351127662401014,0.0664889827593262,12,0.967366840509463,0.011345948286789368,0.0029155019214296665,0.0015887317526557983,1.8351127662401014,0.0664889827593262,0.9244328099227932,0.015160224946433216,60.97751274728194,0.0,0.906676148808344,0.08028290829488213,11.293514000241354,1.4127329813428115e-29,0.17968133768530895,0.06700289005968747,2.681695334712358,0.007325013637847402,0.0003362399596959525,0.002188833555645798,0.6549490686672478,0.002025525179382307,0.001299818946486645,-0.0005221199557315171,0.004573170314496131,0.9404205036659182,243.06302152587685,0.0,0.175991977649154,5,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,5,5,60
ME3 BM2,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0034153214268912964,0.002043245296691721,1.6715180660986444,0.09461939331291083,12,0.9553965534449187,0.01339837496964447,0.0034153214268912964,0.002043245296691721,1.6715180660986444,0.09461939331291083,1.0542732873639575,0.03157724902479301,33.38711635507547,2.108837603639495e-244,0.7135564379607696,0.08816727486217256,8.093211898362927,5.811164204357862e-16,-0.08335735607088504,0.042401713376696265,-1.9658959375141138,0.04931063244505099,0.0003362399596959525,0.002188833555645798,0.5343604580941059,0.0019815793430155285,0.001515635364777315,-0.0009890659719480085,0.004952224657979065,0.9044657692785999,237.78952116186343,0.0,0.21504407571116096,6,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,6,4,60
ME4 BM1,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0025752750633914728,0.0016057616661907343,1.6037716665018322,0.10876439215138221,12,0.9582916034414447,0.01160830707097793,0.0025752750633914728,0.0016057616661907343,1.6037716665018322,0.10876439215138221,1.030831503377832,0.052570945896680744,19.608387975437154,1.3112232291245388e-85,0.4891391545813391,0.045633791800714675,10.718792703386061,8.308067748915698e-27,-0.3136445707290225,0.07396370015953051,-4.240520282956777,2.2300228174516675e-05,0.0003362399596959525,0.002188833555645798,0.6501141838195051,0.0017918684386781867,0.0013090913708316391,-0.0007739506481518261,0.004357687525508199,0.9144672090897997,215.0242126413824,0.0,0.22659248364871296,7,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,7,4,60
ME2 BM2,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0014443540498296167,0.001099388831417537,1.3137790821171853,0.1889205589264581,12,0.9676636752058767,0.012027054934435679,0.0014443540498296167,0.001099388831417537,1.3137790821171853,0.1889205589264581,1.0274685602521696,0.033254987504225224,30.896675577509214,1.323816424520455e-209,1.0467073314172972,0.04778747638014452,21.90338161176051,2.4119868357663817e-106,-0.04634547540545587,0.05342994779211817,-0.8674063389650667,0.3857194098645238,0.0003362399596959525,0.002188833555645798,0.7985455521635473,0.0012211195376619461,0.0009887223727091472,-0.0007167763128479825,0.0031590153881718747,0.891593670095651,146.53434451943355,0.0,0.3633087671662656,8,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,8,4,60
ME5 BM3,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0015795911542691315,0.0015294371933274608,1.0327924292416057,0.3017010474400691,12,0.9418538450379929,0.012655074640165362,0.0015795911542691315,0.0015294371933274608,1.0327924292416057,0.3017010474400691,0.952222003652921,0.028344517275172416,33.59457472528534,2.0132542449546304e-247,-0.16996128552665699,0.10712168263956333,-1.5866188930072413,0.11259898580903605,0.16005777148234235,0.04721920446834733,3.389675308690019,0.0006997545067077089,0.0003362399596959525,0.002188833555645798,0.6719323695576057,0.0011716878740577882,0.001266754947345872,-0.0013111518227401208,0.003654527570855697,0.8225046342469164,140.6025448869346,0.0,0.5387518704286948,9,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,9,4,60
ME3 BM1,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0013361236339692482,0.0018887410729900623,0.7074149300168675,0.4793086614864931,12,0.9502704525488855,0.014505589043629369,0.0013361236339692482,0.0018887410729900623,0.7074149300168675,0.4793086614864931,1.1419643419305068,0.061792645284879606,18.48058675374334,2.959453621557679e-76,0.6583434538093387,0.09272483704388518,7.099968841118106,1.2478501977301208e-12,-0.3061166093066913,0.043519578737933946,-7.0339975290216685,2.0069867959615773e-12,0.0003362399596959525,0.002188833555645798,0.5731993553670637,0.0009093726372314567,0.0014493028691909232,-0.0019312609863827526,0.003750006260845666,0.7348195566178006,109.1247164677748,0.0,0.672716205999903,10,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,10,4,60
ME5 BM2,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.000932951387903063,0.0010590207622926155,0.8809566546017172,0.3783412811855883,12,0.9507391036909938,0.010818358587682788,0.000932951387903063,0.0010590207622926155,0.8809566546017172,0.3783412811855883,0.9165016198481926,0.017995635261903082,50.92910622546538,0.0,-0.19073963607532005,0.07013232993530608,-2.719710527958629,0.0065339087282045676,0.06440620512396615,0.02668062960132726,2.4139687138703123,0.01577981725499954,0.0003362399596959525,0.002188833555645798,0.8103134559614649,0.0008197632592981578,0.0009590542368953665,-0.0010599830450167603,0.002699509563613076,0.8036585813229588,98.37159111577893,0.0,0.6305688019759805,11,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,11,3,60
BIG HiBM,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0018983724095546807,0.003363214405062168,0.5644517954898537,0.5724466974041709,12,0.8890087516133577,0.023787948978644995,0.0018983724095546807,0.003363214405062168,0.5644517954898537,0.5724466974041709,0.9829536552213107,0.0664324279978993,14.79629278719714,1.5478158002926508e-49,-0.19674804837623458,0.1873076760407739,-1.0504003494945167,0.29353408504136114,0.9198045918930242,0.0681957024077213,13.487720771520076,1.8472324791530921e-41,0.0003362399596959525,0.002188833555645798,0.2975364423646988,0.0008010312913293697,0.00187518829615762,-0.0028743377691395652,0.004476400351798304,0.6653736248794064,96.12375495952436,0.0,0.7039033602635126,12,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,12,3,60
ME4 BM4,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0009851996975696056,0.0014088082839299279,0.6993142422625107,0.48435566831993015,12,0.934052290960736,0.016225624082797128,0.0009851996975696056,0.0014088082839299279,0.6993142422625107,0.48435566831993015,1.066816594734476,0.07915470479863901,13.477614469643237,2.1184612916392843e-41,0.3220175585648716,0.09658100655581689,3.3341706620003855,0.0008555414789166184,0.14329666205251954,0.11596333533289123,1.2357066277988955,0.21656763303141213,0.0003362399596959525,0.002188833555645798,0.7070810276721247,0.0007951070780694877,0.0011956585497253213,-0.001548383679392142,0.0031385978355311173,0.7469731867554079,95.41284936833853,0.0,0.672716205999903,13,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,13,3,60
BIG LoBM,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0008754919420879179,0.0011234715849401838,0.77927377409775,0.43581846009810987,12,0.9806127469026675,0.006528808457439401,0.0008754919420879179,0.0011234715849401838,0.77927377409775,0.43581846009810987,0.9723963247568858,0.03406077690310625,28.548859220771497,2.9020538624621846e-179,-0.16584775609626687,0.0636797472390203,-2.604403492271437,0.009203433622767009,-0.34378511807188544,0.03663781818479817,-9.383340359894284,6.3915053386946045e-21,0.0003362399596959525,0.002188833555645798,0.7914834436448526,0.0007630489757118586,0.0010061269440494625,-0.0012089598346250877,0.002735057786048805,0.7758949055066728,91.56587708542304,0.0,0.672716205999903,14,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,14,3,60
ME2 BM4,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.0010811974026290864,0.0023547005603708525,0.4591655605071091,0.6461152798608555,12,0.9651423923068055,0.012304036726617564,0.0010811974026290864,0.0023547005603708525,0.4591655605071091,0.6461152798608555,0.8973561649041691,0.03545942443601379,25.30656318247467,2.704771695402773e-141,0.8086400123455928,0.026280726815306125,30.76931692294879,6.745695371189643e-208,0.5066573208133927,0.04664393403943034,10.862233884155035,1.744292024162001e-27,0.0003362399596959525,0.002188833555645798,0.46354242232353016,0.0006815593373211203,0.0016303777043076364,-0.002513980963121847,0.0038770996377640874,0.6620402213605856,81.78712047853445,0.0,0.7342219089327903,15,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,15,3,60
ME1 BM4,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,0.00023939359555586568,0.0010833797745535216,0.22096923090014642,0.8251163909826542,12,0.9669622217032139,0.012240710046911078,0.00023939359555586568,0.0010833797745535216,0.22096923090014642,0.8251163909826542,0.8520008695589272,0.04487117810571448,18.987708937609156,2.1552875960887916e-80,0.9833526094010191,0.07991322328619792,12.305255237662992,8.486771948668469e-35,0.5681357975825907,0.1171702552780181,4.8488056651795715,1.2420702738923539e-06,0.0003362399596959525,0.002188833555645798,0.8032238109231365,0.0002584506540173022,0.0009770306854105998,-0.0016565294893874734,0.0021734307974220777,0.6043129338421709,31.01407848207626,0.0,0.8594962406069314,16,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,16,2,60
ME2 BM5,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-5.5545051994148845e-05,0.0008823107544917496,-0.0629540688599509,0.9498030794677255,12,0.9783037232548673,0.01223593974303604,-5.5545051994148845e-05,0.0008823107544917496,-0.0629540688599509,0.9498030794677255,1.1145025038263594,0.034207517751808074,32.580630723123754,7.714705692352578e-233,0.8770280406793106,0.10266501385966716,8.542618441352577,1.3121409781611212e-17,0.8018920298829968,0.03637565006866897,22.044747746616395,1.0727659993182861e-107,0.0003362399596959525,0.002188833555645798,0.8602249366593671,-7.832771692543134e-07,0.0008219690516295163,-0.001611842618363106,0.0016102760640245976,0.49961983686347256,-0.0939932603105176,0.0939932603105176,0.9498030794677255,17,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,17,2,60
SMALL HiBM,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-0.0011000986794144727,0.002750667438193423,-0.3999388163539657,0.6892015815505854,12,0.9770235024641354,0.011873317011032919,-0.0011000986794144727,0.002750667438193423,-0.3999388163539657,0.6892015815505854,0.9794196504933722,0.030695995763675783,31.907081888914384,2.129610727651389e-223,1.0401739105568721,0.07378063326479473,14.098197108497889,3.8959618904174745e-45,0.7808709249851001,0.06859477712378823,11.38382480018729,5.034233885996881e-30,0.0003362399596959525,0.002188833555645798,0.38770970868120386,-0.00022064247564110726,0.0017458731340668008,-0.0036425538184120367,0.003201268867129822,0.4497157865710718,-26.47709707693287,26.47709707693287,0.749132153859332,18,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,18,2,60
ME4 BM5,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-0.0029227333194485994,0.004644130534452735,-0.6293391836784394,0.5291270238300969,12,0.918637420330368,0.02141912849475644,-0.0029227333194485994,0.004644130534452735,-0.6293391836784394,0.5291270238300969,1.0958717553280346,0.06574965476058814,16.667338548291898,2.2645552148635445e-62,0.33638439113563484,0.07275743001551725,4.623368239695834,3.7755859970895316e-06,0.6609177074351121,0.16310200620807716,4.052173990992773,5.0743904642111396e-05,0.0003362399596959525,0.002188833555645798,0.1817596685233753,-0.00025610994324789865,0.0020309685949898636,-0.004236808389428031,0.0037245885029322337,0.44982544767431815,-30.733193189747837,30.733193189747837,0.6962197681974959,19,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,19,2,60
ME2 BM1,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-0.0006556072648819492,0.0012209070316833359,-0.5369837734311557,0.5912788226213506,12,0.9534313504263511,0.014058622903087445,-0.0006556072648819492,0.0012209070316833359,-0.5369837734311557,0.5912788226213506,1.0584535310049488,0.03462783889245462,30.566548905700987,3.4083319780356667e-205,0.9387498942077052,0.07883284431512745,11.90810635291978,1.0738839789749209e-32,-0.23713787019461824,0.08805866107192781,-2.692953393885015,0.0070822168313378715,0.0003362399596959525,0.002188833555645798,0.7627017827251953,-0.00042024368668065027,0.0010742933791255255,-0.00252585870976668,0.0016853713364053796,0.3478315439636638,-50.42924240167803,50.42924240167803,0.7039033602635126,20,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,20,2,60
ME1 BM3,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-0.0030403423689368747,0.001361836972587644,-2.232530346976761,0.025579931832300843,12,0.9671584403559125,0.012172809090894557,-0.0030403423689368747,0.001361836972587644,-2.232530346976761,0.025579931832300843,1.0028335152990324,0.025695274244131452,39.02793586754848,0.0,0.9265146225358913,0.05798124561213286,15.979557057705115,1.7740201052645706e-57,0.18630092235823612,0.06702011086247427,2.7797763978714825,0.0054396339695706244,0.0003362399596959525,0.002188833555645798,0.7209278175101096,-0.0020980321691285156,0.0011665498428706212,-0.004384469861154933,0.00018840552289790206,0.036049428438048495,-251.76386029542186,251.76386029542186,0.09135689940107443,21,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,21,1,60
ME1 BM2,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-0.0028386268791016577,0.001099619450148398,-2.581462958588604,0.009838254857528268,12,0.9612739654456472,0.01296460567404598,-0.0028386268791016577,0.001099619450148398,-2.581462958588604,0.009838254857528268,0.964592408104156,0.05528480804871579,17.447693899093903,3.5841377301862147e-68,1.1018519189953029,0.05844132675699993,18.853985358286316,2.725170766141756e-79,0.035405901150719565,0.04300595252690211,0.8232790827867751,0.41034930578306505,0.0003362399596959525,0.002188833555645798,0.7984780591765686,-0.002198821551891211,0.000988890086042466,-0.004137046120534444,-0.0002605969832479775,0.013090219192733324,-263.8585862269453,263.8585862269453,0.04647574300638215,22,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,22,1,60
ME4 BM3,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-0.00395406157100391,0.0014423135576575356,-2.7414715406445387,0.006116465912498262,12,0.928241937711378,0.017624982985940646,-0.00395406157100391,0.0014423135576575356,-2.7414715406445387,0.006116465912498262,1.1568486061034164,0.07342076882808303,15.75642184859454,6.2047983598094975e-56,0.4323749427726541,0.0794456871851302,5.442396662327334,5.256845668384732e-08,-0.12399563097847133,0.13063460525673562,-0.9491790535500395,0.3425295530360414,0.0003362399596959525,0.002188833555645798,0.6972508423912521,-0.0026551763966970046,0.001215929915696025,-0.005038399031461214,-0.00027195376193279563,0.014493654510665055,-318.6211676036406,318.6211676036406,0.04409305521399761,23,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,23,1,60
ME5 BM4,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-0.007375303998667615,0.0027374317424910103,-2.694242155589323,0.007054888834239618,12,0.9536514798549786,0.016098736366804922,-0.007375303998667615,0.0027374317424910103,-2.694242155589323,0.007054888834239618,1.238169835031928,0.08556592110019948,14.470361787866517,1.864886723552898e-47,-0.3033554824391789,0.06619727360062361,-4.582597831284719,4.592347381180715e-06,0.6275493349111856,0.09035584552494788,6.9453097501911465,3.776308246230593e-12,0.0003362399596959525,0.002188833555645798,0.39000224929047916,-0.0026712795295682442,0.0017424789607165443,-0.006086538292572671,0.0007439792334361824,0.06263373619611699,-320.55354354818934,320.55354354818934,0.04409305521399761,24,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,24,1,60
SMALL LoBM,ff3,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,-0.006305452343830806,0.0017459192317796281,-3.6115372515850077,0.0003043873501571834,12,0.9302974741061317,0.019344745646719386,-0.006305452343830806,0.0017459192317796281,-3.6115372515850077,0.0003043873501571834,1.15290760171633,0.06013409036585367,19.172279728554653,6.308283065872378e-82,1.0121978820870317,0.07703769838913868,13.13899432683127,1.96825190913973e-39,-0.11727081585470402,0.06261266202181252,-1.8729568759406858,0.0610743401972376,0.0003362399596959525,0.002188833555645798,0.6111562738544108,-0.00372287196061498,0.0013817250835219293,-0.006431053124317961,-0.0010146907969119986,0.0035261424832787585,-446.7446352737976,446.7446352737976,0.0038048418769647927,25,2006-07-31 23:59:59.999999999,2011-06-30 23:59:59.999999999,60,120,25,1,60
BIG LoBM,ff3,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,0.0019258389888326948,0.000907356081156746,2.1224732261424117,0.033798018714663244,12,0.9702595515722389,0.007982675142418346,0.0019258389888326948,0.000907356081156746,2.1224732261424117,0.033798018714663244,1.046789217713923,0.012880498984616347,81.26930633387276,0.0,-0.15186377256654554,0.031687035669374315,-4.792615319120011,1.6462108911967107e-06,-0.34869685360527153,0.022704785463910027,-15.357857230562086,3.13775097930342e-53,-0.00024543565179797606,0.0011878651518419455,0.6315229933414651,0.0011257742086195192,0.0007355658337568466,-0.0003159348255439003,0.0025674832427829385,0.9370519296819337,135.0929050343423,0.0,0.28165015595552706,1,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,120,1,5,60
BIG HiBM,ff3,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,0.001911852465003465,0.0014359645876109751,1.3314064159369194,0.18305531944935272,12,0.9431236177860126,0.017830903001166302,0.001911852465003465,0.0014359645876109751,1.3314064159369194,0.18305531944935272,1.2205303345038454,0.0419528529044639,29.092904296241024,4.414185950154044e-186,0.14095017829906692,0.11958501588632668,1.1786608652797204,0.23853324479705706,0.8677693741391826,0.04211393788318369,20.60527743917501,2.4610532625706987e-94,-0.00024543565179797606,0.0011878651518419455,0.4062816988440313,0.0006310310291921544,0.000944775942628974,-0.0012207298183606347,0.0024827918767449434,0.7479064137404501,75.72372350305852,0.0,0.6305589795452898,2,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,120,2,5,60
ME1 BM4,ff3,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,0.001438853621524406,0.0014229682781099603,1.0111635260313359,0.3119381697094077,12,0.9658359013431023,0.012624838007654966,0.001438853621524406,0.0014229682781099603,1.0111635260313359,0.3119381697094077,0.8801777962422312,0.03444807801095629,25.550853547251275,5.372035495960039e-144,1.0198740786501643,0.0425891486330743,23.946805967803275,9.976039625497402e-127,0.6229576384195543,0.03269096606012861,19.055956843665804,5.863464766929561e-81,-0.00024543565179797606,0.0011878651518419455,0.41067524817629486,0.0004462602635243645,0.0009410597122318724,-0.0013982167724501055,0.0022907372994988343,0.6823250462970597,53.55123162292374,0.0,0.8453359982680353,3,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,120,3,5,60
ME4 BM1,ff3,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,0.0011493212058424822,0.0012872778639977558,0.892830707329312,0.3719478392379355,12,0.9181163364401478,0.01461014815493572,0.0011493212058424822,0.0012872778639977558,0.892830707329312,0.3719478392379355,1.0156154805102113,0.05176589536950734,19.619393681123476,1.056052094937767e-85,0.3442262901572153,0.06586740698175308,5.226048905380085,1.7317057413663555e-07,-0.31512871823051863,0.04148770589278622,-7.595713270935823,3.0610163683095816e-14,-0.00024543565179797606,0.0011878651518419455,0.45990025664896,0.0003960133849937676,0.0008986015353948807,-0.0013652456243801988,0.002157272394367734,0.6702847761446304,47.52160619925212,0.0,0.8453359982680353,4,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,120,4,5,60
ME5 BM2,ff3,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,0.000956684922915325,0.0014154262952618762,0.6758987918465392,0.49910490485284775,12,0.9454843626606999,0.009487000402145104,0.000956684922915325,0.0014154262952618762,0.6758987918465392,0.49910490485284775,0.888792430196443,0.029522867857479346,30.105219942962815,4.1400561002914263e-199,-0.19366588755853006,0.035308100049485,-5.485027154876742,4.1340590909243985e-08,0.05304599260437799,0.049686173921087304,1.067620797057685,0.2856915985316081,-0.00024543565179797606,0.0011878651518419455,0.4132500002439888,0.0002513406759955995,0.00093887654029525,-0.0015888573429830907,0.0020915386949742895,0.6055362796765105,30.16088111947194,0.0,0.8954566710888414,5,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,120,5,5,60
ME1 BM2,ff3,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,0.00224742721694751,0.002416212180708838,0.9301448088421556,0.3522961131547119,12,0.864997877339055,0.02514907476133316,0.00224742721694751,0.002416212180708838,0.9301448088421556,0.3522961131547119,0.8963545493144165,0.06004154037236735,14.92890661624234,2.1374209081103377e-50,1.3404835919787295,0.07988933610976338,16.779255621012815,3.461478186596512e-63,-0.044828490015232945,0.06444603994081047,-0.6955972788460707,0.486681070795422,-0.00024543565179797606,0.0011878651518419455,0.19464797851670224,0.00023979506632268002,0.0011123376102533866,-0.0019403866497739574,0.0024199767824193176,0.5853414889391408,28.775407958721605,0.0,0.8453359982680353,6,2016-07-31 23:59:59.999999999,2021-06-30 23:59:59.999999999,60,120,6,4,60
