date_t,date_t_plus_h,horizon_months,window_length_months,window_overlap_fraction,structural_inference_eligible,n_portfolios,spearman_rank_autocorrelation,pearson_score_autocorrelation,average_absolute_rank_change,top_quintile_stay_probability,bottom_quintile_stay_probability
1939-06-30 23:59:59.999999999,1949-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.1853846153846154,-0.16741883069039362,9.6,0.0,0.0
1940-06-30 23:59:59.999999999,1950-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.1815384615384615,-0.1527249087146127,9.12,0.2,0.0
1941-06-30 23:59:59.999999999,1951-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.1769230769230769,-0.13550013392168117,8.96,0.2,0.2
1942-06-30 23:59:59.999999999,1952-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.19999999999999998,-0.22250545688866444,9.28,0.2,0.0
1943-06-30 23:59:59.999999999,1953-06-30 23:59:59.999999999,120,120,0.0,True,25,0.06230769230769231,0.10260660135069401,6.64,0.2,0.4
1944-06-30 23:59:59.999999999,1954-06-30 23:59:59.999999999,120,120,0.0,True,25,0.09923076923076923,0.17009358170074812,7.6,0.2,0.2
1945-06-30 23:59:59.999999999,1955-06-30 23:59:59.999999999,120,120,0.0,True,25,0.057692307692307696,0.1730919408148615,7.68,0.2,0.4
1946-06-30 23:59:59.999999999,1956-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.03153846153846154,0.1186724931965801,8.4,0.4,0.2
1947-06-30 23:59:59.999999999,1957-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.06538461538461539,0.0395153872156516,8.88,0.2,0.2
1948-06-30 23:59:59.999999999,1958-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.03307692307692307,-0.05980446860296704,8.4,0.2,0.2
1949-06-30 23:59:59.999999999,1959-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3653846153846153,0.35086232596196326,6.32,0.4,0.2
1950-06-30 23:59:59.999999999,1960-06-30 23:59:59.999999999,120,120,0.0,True,25,0.36,0.41067903441496095,6.8,0.2,0.4
1951-06-30 23:59:59.999999999,1961-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3353846153846154,0.3453036116588499,6.4,0.4,0.4
1952-06-30 23:59:59.999999999,1962-06-30 23:59:59.999999999,120,120,0.0,True,25,0.4053846153846154,0.4809391182345628,5.44,0.6,0.4
1953-06-30 23:59:59.999999999,1963-06-30 23:59:59.999999999,120,120,0.0,True,25,0.41615384615384615,0.4107088836323868,5.2,0.6,0.4
1954-06-30 23:59:59.999999999,1964-06-30 23:59:59.999999999,120,120,0.0,True,25,0.49,0.46351161396487445,5.2,0.6,0.4
1955-06-30 23:59:59.999999999,1965-06-30 23:59:59.999999999,120,120,0.0,True,25,0.4707692307692308,0.4819338852095534,5.52,0.6,0.6
1956-06-30 23:59:59.999999999,1966-06-30 23:59:59.999999999,120,120,0.0,True,25,0.5061538461538462,0.4863391588890221,5.84,0.6,0.2
1957-06-30 23:59:59.999999999,1967-06-30 23:59:59.999999999,120,120,0.0,True,25,0.27153846153846156,0.2508795208150515,6.96,0.6,0.4
1958-06-30 23:59:59.999999999,1968-06-30 23:59:59.999999999,120,120,0.0,True,25,0.18846153846153846,0.23108758992735481,7.44,0.2,0.2
1959-06-30 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,120,0.0,True,25,0.2323076923076923,0.20827875761547812,7.92,0.2,0.0
1960-06-30 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,120,0.0,True,25,0.24615384615384614,0.314209349048337,7.2,0.2,0.2
1961-06-30 23:59:59.999999999,1971-06-30 23:59:59.999999999,120,120,0.0,True,25,0.33307692307692305,0.2712413246000612,7.2,0.4,0.4
1962-06-30 23:59:59.999999999,1972-06-30 23:59:59.999999999,120,120,0.0,True,25,0.12,0.07038908260051366,7.52,0.2,0.2
1963-06-30 23:59:59.999999999,1973-06-30 23:59:59.999999999,120,120,0.0,True,25,0.07538461538461538,0.05631885394587725,8.56,0.0,0.2
1964-06-30 23:59:59.999999999,1974-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.06769230769230769,-0.060670936174487974,9.28,0.0,0.0
1965-06-30 23:59:59.999999999,1975-06-30 23:59:59.999999999,120,120,0.0,True,25,0.010769230769230769,-0.04569002515405309,8.56,0.0,0.2
1966-06-30 23:59:59.999999999,1976-06-30 23:59:59.999999999,120,120,0.0,True,25,0.13153846153846155,0.02764433236185719,7.84,0.0,0.2
1967-06-30 23:59:59.999999999,1977-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3492307692307692,0.2826415488540551,6.64,0.2,0.4
1968-06-30 23:59:59.999999999,1978-06-30 23:59:59.999999999,120,120,0.0,True,25,0.35,0.28096481977162735,6.8,0.2,0.2
1969-06-30 23:59:59.999999999,1979-06-30 23:59:59.999999999,120,120,0.0,True,25,0.25,0.225781232110131,6.96,0.0,0.6
1970-06-30 23:59:59.999999999,1980-06-30 23:59:59.999999999,120,120,0.0,True,25,0.012307692307692308,0.0749048397271741,7.92,0.2,0.2
1971-06-30 23:59:59.999999999,1981-06-30 23:59:59.999999999,120,120,0.0,True,25,0.14615384615384616,0.08012157992934858,7.76,0.4,0.4
1972-06-30 23:59:59.999999999,1982-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.19,-0.24070723019784646,8.96,0.0,0.0
1973-06-30 23:59:59.999999999,1983-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.24923076923076923,-0.29019683695330256,9.52,0.0,0.2
1974-06-30 23:59:59.999999999,1984-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.4438461538461538,-0.3604331432380833,10.4,0.0,0.2
1975-06-30 23:59:59.999999999,1985-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.53,-0.4864213490500953,10.8,0.0,0.2
1976-06-30 23:59:59.999999999,1986-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.30846153846153845,-0.2758027242197427,9.68,0.0,0.2
1977-06-30 23:59:59.999999999,1987-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.3223076923076923,-0.30917336760900316,9.84,0.0,0.2
1978-06-30 23:59:59.999999999,1988-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.11538461538461539,-0.24202550852280508,8.88,0.0,0.2
1979-06-30 23:59:59.999999999,1989-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.2030769230769231,-0.35420515119556906,9.52,0.0,0.0
1980-06-30 23:59:59.999999999,1990-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.37846153846153846,-0.2690739257614633,10.24,0.0,0.0
1981-06-30 23:59:59.999999999,1991-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.3146153846153846,-0.2873170813612379,9.92,0.2,0.0
1982-06-30 23:59:59.999999999,1992-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.2353846153846154,-0.11978553288242724,9.6,0.2,0.0
1983-06-30 23:59:59.999999999,1993-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.15846153846153843,-0.12176429382277028,8.48,0.2,0.2
1984-06-30 23:59:59.999999999,1994-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.05384615384615384,0.10539039255159628,8.72,0.2,0.2
1985-06-30 23:59:59.999999999,1995-06-30 23:59:59.999999999,120,120,0.0,True,25,-0.14076923076923076,0.0679193814060137,9.36,0.2,0.4
1986-06-30 23:59:59.999999999,1996-06-30 23:59:59.999999999,120,120,0.0,True,25,0.24692307692307694,0.35144882762808516,7.36,0.4,0.2
1987-06-30 23:59:59.999999999,1997-06-30 23:59:59.999999999,120,120,0.0,True,25,0.35230769230769227,0.38698027936720275,6.48,0.4,0.2
1988-06-30 23:59:59.999999999,1998-06-30 23:59:59.999999999,120,120,0.0,True,25,0.2884615384615385,0.3585766960826392,6.48,0.2,0.4
1989-06-30 23:59:59.999999999,1999-06-30 23:59:59.999999999,120,120,0.0,True,25,0.33692307692307694,0.4305092907872671,6.72,0.4,0.4
1990-06-30 23:59:59.999999999,2000-06-30 23:59:59.999999999,120,120,0.0,True,25,0.45076923076923076,0.5629834627195045,5.84,0.6,0.6
1991-06-30 23:59:59.999999999,2001-06-30 23:59:59.999999999,120,120,0.0,True,25,0.5446153846153846,0.6433370322371929,5.04,0.6,0.4
1992-06-30 23:59:59.999999999,2002-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3553846153846154,0.5509189554002103,6.88,0.4,0.4
1993-06-30 23:59:59.999999999,2003-06-30 23:59:59.999999999,120,120,0.0,True,25,0.21923076923076923,0.3785312818604871,7.12,0.4,0.2
1994-06-30 23:59:59.999999999,2004-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3223076923076923,0.46364618024080034,6.48,0.4,0.2
1995-06-30 23:59:59.999999999,2005-06-30 23:59:59.999999999,120,120,0.0,True,25,0.39384615384615385,0.5263258736715852,6.16,0.6,0.4
1996-06-30 23:59:59.999999999,2006-06-30 23:59:59.999999999,120,120,0.0,True,25,0.5761538461538462,0.5786459169965299,4.4,0.6,0.6
1997-06-30 23:59:59.999999999,2007-06-30 23:59:59.999999999,120,120,0.0,True,25,0.4753846153846154,0.5030541440253666,5.2,0.4,0.4
1998-06-30 23:59:59.999999999,2008-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3192307692307692,0.4122942057526952,6.64,0.4,0.2
1999-06-30 23:59:59.999999999,2009-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3376923076923077,0.339410718166532,6.4,0.6,0.4
2000-06-30 23:59:59.999999999,2010-06-30 23:59:59.999999999,120,120,0.0,True,25,0.30076923076923073,0.4337101315015426,6.8,0.6,0.4
2001-06-30 23:59:59.999999999,2011-06-30 23:59:59.999999999,120,120,0.0,True,25,0.27692307692307694,0.4478473383072828,6.72,0.4,0.4
2002-06-30 23:59:59.999999999,2012-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3069230769230769,0.48081155572589673,6.48,0.2,0.4
2003-06-30 23:59:59.999999999,2013-06-30 23:59:59.999999999,120,120,0.0,True,25,0.2123076923076923,0.30164269923328735,7.28,0.2,0.4
2004-06-30 23:59:59.999999999,2014-06-30 23:59:59.999999999,120,120,0.0,True,25,0.2453846153846154,0.3119891229692488,6.88,0.2,0.4
2005-06-30 23:59:59.999999999,2015-06-30 23:59:59.999999999,120,120,0.0,True,25,0.44538461538461543,0.5121998373258524,6.24,0.4,0.4
2006-06-30 23:59:59.999999999,2016-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3984615384615384,0.49133295728435156,6.24,0.4,0.4
2007-06-30 23:59:59.999999999,2017-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3830769230769231,0.4931024563757901,6.24,0.2,0.4
2008-06-30 23:59:59.999999999,2018-06-30 23:59:59.999999999,120,120,0.0,True,25,0.5446153846153846,0.6496676500536036,5.36,0.6,0.6
2009-06-30 23:59:59.999999999,2019-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3830769230769231,0.3706373003318465,6.48,0.6,0.6
2010-06-30 23:59:59.999999999,2020-06-30 23:59:59.999999999,120,120,0.0,True,25,0.42000000000000004,0.4480052071362187,6.64,0.4,0.4
2011-06-30 23:59:59.999999999,2021-06-30 23:59:59.999999999,120,120,0.0,True,25,0.2930769230769231,0.37134457061971426,7.36,0.2,0.4
2012-06-30 23:59:59.999999999,2022-06-30 23:59:59.999999999,120,120,0.0,True,25,0.41615384615384615,0.4150750126124717,5.92,0.2,0.4
2013-06-30 23:59:59.999999999,2023-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3707692307692308,0.43778620864933854,5.68,0.4,0.4
2014-06-30 23:59:59.999999999,2024-06-30 23:59:59.999999999,120,120,0.0,True,25,0.3507692307692308,0.45924016118945954,6.24,0.4,0.4
2015-06-30 23:59:59.999999999,2025-06-30 23:59:59.999999999,120,120,0.0,True,25,0.16538461538461538,0.21751506642154628,7.84,0.4,0.2
